combination_id,filename,biodiversity,world_heritage,landscape_level,listed_buffer_m,building_buffer_m,valid_cells_raw,valid_cells_filtered,total_area_m2,total_area_hectares,total_area_km2,total_capacity_gw
230,bio1_whs1_land4_list1000_bld250,True,True,4,1000,250,536682,518298,22338184826.6,2233818.5,22338.2,236.0
231,bio1_whs1_land4_list1000_bld500,True,True,4,1000,500,204702,199181,8446477471.6,844647.7,8446.5,90.7
232,bio1_whs1_land4_list1000_bld750,True,True,4,1000,750,102459,100772,4305524253.1,430552.4,4305.5,45.9
233,bio1_whs1_land4_list1000_bld1000,True,True,4,1000,1000,60208,59220,2555881493.7,255588.1,2555.9,27.0
234,bio1_whs1_land4_list1000_bld1250,True,True,4,1000,1250,35925,35328,1538454646.1,153845.5,1538.5,16.1
235,bio1_whs1_land4_list1500_bld250,True,True,4,1500,250,459335,445178,19025413146.9,1902541.3,19025.4,202.7
236,bio1_whs1_land4_list1500_bld500,True,True,4,1500,500,196199,191381,8096485185.4,809648.5,8096.5,87.1
237,bio1_whs1_land4_list1500_bld750,True,True,4,1500,750,101474,99817,4262958854.1,426295.9,4263.0,45.4
238,bio1_whs1_land4_list1500_bld1000,True,True,4,1500,1000,59941,58965,2544318273.0,254431.8,2544.3,26.8
239,bio1_whs1_land4_list1500_bld1250,True,True,4,1500,1250,35874,35280,1536314995.0,153631.5,1536.3,16.1
