combination_id,filename,biodiversity,world_heritage,landscape_level,listed_buffer_m,building_buffer_m,zone_1_baseline_gw,zone_2_baseline_gw,zone_3_baseline_gw,zone_4_baseline_gw,zone_5_baseline_gw,zone_6_baseline_gw,zone_7_baseline_gw,zone_8_baseline_gw,zone_9_baseline_gw,zone_10_baseline_gw,zone_11_baseline_gw,zone_12_baseline_gw,zone_13_baseline_gw,zone_14_baseline_gw,zone_15_baseline_gw,zone_16_baseline_gw,zone_17_baseline_gw,zone_18_baseline_gw,zone_19_baseline_gw,zone_20_baseline_gw,zone_21_baseline_gw,zone_22_baseline_gw,zone_23_baseline_gw,zone_24_baseline_gw,zone_25_baseline_gw,zone_26_baseline_gw,zone_27_baseline_gw,zone_1_reduction_biodiversity_gw,zone_2_reduction_biodiversity_gw,zone_3_reduction_biodiversity_gw,zone_4_reduction_biodiversity_gw,zone_5_reduction_biodiversity_gw,zone_6_reduction_biodiversity_gw,zone_7_reduction_biodiversity_gw,zone_8_reduction_biodiversity_gw,zone_9_reduction_biodiversity_gw,zone_10_reduction_biodiversity_gw,zone_11_reduction_biodiversity_gw,zone_12_reduction_biodiversity_gw,zone_13_reduction_biodiversity_gw,zone_14_reduction_biodiversity_gw,zone_15_reduction_biodiversity_gw,zone_16_reduction_biodiversity_gw,zone_17_reduction_biodiversity_gw,zone_18_reduction_biodiversity_gw,zone_19_reduction_biodiversity_gw,zone_20_reduction_biodiversity_gw,zone_21_reduction_biodiversity_gw,zone_22_reduction_biodiversity_gw,zone_23_reduction_biodiversity_gw,zone_24_reduction_biodiversity_gw,zone_25_reduction_biodiversity_gw,zone_26_reduction_biodiversity_gw,zone_27_reduction_biodiversity_gw,zone_1_reduction_world_heritage_gw,zone_2_reduction_world_heritage_gw,zone_3_reduction_world_heritage_gw,zone_4_reduction_world_heritage_gw,zone_5_reduction_world_heritage_gw,zone_6_reduction_world_heritage_gw,zone_7_reduction_world_heritage_gw,zone_8_reduction_world_heritage_gw,zone_9_reduction_world_heritage_gw,zone_10_reduction_world_heritage_gw,zone_11_reduction_world_heritage_gw,zone_12_reduction_world_heritage_gw,zone_13_reduction_world_heritage_gw,zone_14_reduction_world_heritage_gw,zone_15_reduction_world_heritage_gw,zone_16_reduction_world_heritage_gw,zone_17_reduction_world_heritage_gw,zone_18_reduction_world_heritage_gw,zone_19_reduction_world_heritage_gw,zone_20_reduction_world_heritage_gw,zone_21_reduction_world_heritage_gw,zone_22_reduction_world_heritage_gw,zone_23_reduction_world_heritage_gw,zone_24_reduction_world_heritage_gw,zone_25_reduction_world_heritage_gw,zone_26_reduction_world_heritage_gw,zone_27_reduction_world_heritage_gw,zone_1_reduction_landscape_gw,zone_2_reduction_landscape_gw,zone_3_reduction_landscape_gw,zone_4_reduction_landscape_gw,zone_5_reduction_landscape_gw,zone_6_reduction_landscape_gw,zone_7_reduction_landscape_gw,zone_8_reduction_landscape_gw,zone_9_reduction_landscape_gw,zone_10_reduction_landscape_gw,zone_11_reduction_landscape_gw,zone_12_reduction_landscape_gw,zone_13_reduction_landscape_gw,zone_14_reduction_landscape_gw,zone_15_reduction_landscape_gw,zone_16_reduction_landscape_gw,zone_17_reduction_landscape_gw,zone_18_reduction_landscape_gw,zone_19_reduction_landscape_gw,zone_20_reduction_landscape_gw,zone_21_reduction_landscape_gw,zone_22_reduction_landscape_gw,zone_23_reduction_landscape_gw,zone_24_reduction_landscape_gw,zone_25_reduction_landscape_gw,zone_26_reduction_landscape_gw,zone_27_reduction_landscape_gw,zone_1_reduction_listed_gw,zone_2_reduction_listed_gw,zone_3_reduction_listed_gw,zone_4_reduction_listed_gw,zone_5_reduction_listed_gw,zone_6_reduction_listed_gw,zone_7_reduction_listed_gw,zone_8_reduction_listed_gw,zone_9_reduction_listed_gw,zone_10_reduction_listed_gw,zone_11_reduction_listed_gw,zone_12_reduction_listed_gw,zone_13_reduction_listed_gw,zone_14_reduction_listed_gw,zone_15_reduction_listed_gw,zone_16_reduction_listed_gw,zone_17_reduction_listed_gw,zone_18_reduction_listed_gw,zone_19_reduction_listed_gw,zone_20_reduction_listed_gw,zone_21_reduction_listed_gw,zone_22_reduction_listed_gw,zone_23_reduction_listed_gw,zone_24_reduction_listed_gw,zone_25_reduction_listed_gw,zone_26_reduction_listed_gw,zone_27_reduction_listed_gw,zone_1_reduction_building_gw,zone_2_reduction_building_gw,zone_3_reduction_building_gw,zone_4_reduction_building_gw,zone_5_reduction_building_gw,zone_6_reduction_building_gw,zone_7_reduction_building_gw,zone_8_reduction_building_gw,zone_9_reduction_building_gw,zone_10_reduction_building_gw,zone_11_reduction_building_gw,zone_12_reduction_building_gw,zone_13_reduction_building_gw,zone_14_reduction_building_gw,zone_15_reduction_building_gw,zone_16_reduction_building_gw,zone_17_reduction_building_gw,zone_18_reduction_building_gw,zone_19_reduction_building_gw,zone_20_reduction_building_gw,zone_21_reduction_building_gw,zone_22_reduction_building_gw,zone_23_reduction_building_gw,zone_24_reduction_building_gw,zone_25_reduction_building_gw,zone_26_reduction_building_gw,zone_27_reduction_building_gw,zone_1_reduction_parcel_filter_gw,zone_1_final_gw,zone_2_reduction_parcel_filter_gw,zone_2_final_gw,zone_3_reduction_parcel_filter_gw,zone_3_final_gw,zone_4_reduction_parcel_filter_gw,zone_4_final_gw,zone_5_reduction_parcel_filter_gw,zone_5_final_gw,zone_6_reduction_parcel_filter_gw,zone_6_final_gw,zone_7_reduction_parcel_filter_gw,zone_7_final_gw,zone_8_reduction_parcel_filter_gw,zone_8_final_gw,zone_9_reduction_parcel_filter_gw,zone_9_final_gw,zone_10_reduction_parcel_filter_gw,zone_10_final_gw,zone_11_reduction_parcel_filter_gw,zone_11_final_gw,zone_12_reduction_parcel_filter_gw,zone_12_final_gw,zone_13_reduction_parcel_filter_gw,zone_13_final_gw,zone_14_reduction_parcel_filter_gw,zone_14_final_gw,zone_15_reduction_parcel_filter_gw,zone_15_final_gw,zone_16_reduction_parcel_filter_gw,zone_16_final_gw,zone_17_reduction_parcel_filter_gw,zone_17_final_gw,zone_18_reduction_parcel_filter_gw,zone_18_final_gw,zone_19_reduction_parcel_filter_gw,zone_19_final_gw,zone_20_reduction_parcel_filter_gw,zone_20_final_gw,zone_21_reduction_parcel_filter_gw,zone_21_final_gw,zone_22_reduction_parcel_filter_gw,zone_22_final_gw,zone_23_reduction_parcel_filter_gw,zone_23_final_gw,zone_24_reduction_parcel_filter_gw,zone_24_final_gw,zone_25_reduction_parcel_filter_gw,zone_25_final_gw,zone_26_reduction_parcel_filter_gw,zone_26_final_gw,zone_27_reduction_parcel_filter_gw,zone_27_final_gw
194,bio1_whs1_land1_list1500_bld1250,True,True,1,1500,1250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.3,0.5,0.2,3.1,0.5,0.2,0.4,1.5,3.4,4.9,5.1,5.5,4.4,18.9,21.6,5.8,89.9,0.9,1.3,4.9,12.7,0.0,10.4,14.5,19.1,8.8,94.9,4.1,35.1,11.1,32.8,14.4,8.5,5.8,6.2,25.0,33.5,23.5,11.7,9.0,33.7,24.4,10.4,59.7,1.1,3.2,8.1,6.2,0.0,3.3,6.1,10.0,7.8,0.1,7.2,0.0,0.0,0.1,2.8,0.0,0.9,0.0,3.9,0.0,1.6,0.0,0.8,0.0,1.0,0.0,0.2,0.0,1.3,0.0,2.0,0.0,1.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
195,bio1_whs1_land2_list500_bld250,True,True,2,500,250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,5.9,0.0,0.0,0.0,7.4,2.8,0.0,3.4,0.0,0.0,0.3,6.8,0.3,5.6,8.8,5.6,0.0,3.5,0.2,1.4,4.6,0.0,0.0,0.0,3.3,3.6,3.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.5,0.3,1.3,1.6,0.5,8.4,0.1,0.1,0.5,1.3,0.0,1.5,1.4,1.9,0.9,31.0,2.4,10.2,2.2,8.8,3.1,1.9,0.7,3.5,8.3,10.4,8.1,8.7,4.4,28.1,23.9,7.5,96.1,1.3,2.1,5.7,11.0,0.0,9.3,10.8,14.6,8.8,1.1,66.7,0.1,1.8,0.5,27.7,0.1,10.0,0.5,22.9,0.2,10.5,0.2,7.5,0.1,2.9,0.2,4.0,0.5,20.6,0.6,28.8,0.4,14.1,0.4,7.4,0.2,3.1,0.8,13.8,0.7,14.2,0.2,8.0,3.0,39.0,0.0,0.3,0.1,0.8,0.3,2.3,0.4,6.2,0.0,0.0,0.3,2.6,0.4,4.7,0.7,8.4,0.5,2.8
196,bio1_whs1_land2_list500_bld500,True,True,2,500,500,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,5.9,0.0,0.0,0.0,7.4,2.8,0.0,3.4,0.0,0.0,0.3,6.8,0.3,5.6,8.8,5.6,0.0,3.5,0.2,1.4,4.6,0.0,0.0,0.0,3.3,3.6,3.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.5,0.3,1.3,1.6,0.5,8.4,0.1,0.1,0.5,1.3,0.0,1.5,1.4,1.9,0.9,55.2,4.0,18.5,4.9,17.2,6.0,4.0,1.5,6.0,17.8,22.6,15.6,14.4,6.8,40.1,35.6,13.8,129.9,1.7,2.9,7.8,16.0,0.0,12.0,14.9,21.5,11.9,0.6,43.0,0.0,0.3,0.4,19.5,0.1,7.2,0.2,14.8,0.1,7.7,0.1,5.4,0.0,2.2,0.1,1.6,0.3,11.4,0.4,16.9,0.2,6.9,0.1,2.0,0.0,0.8,0.2,2.3,0.2,3.0,0.1,1.8,0.5,7.8,0.0,0.0,0.0,0.1,0.0,0.4,0.1,1.5,0.0,0.0,0.0,0.3,0.1,0.9,0.1,2.0,0.1,0.2
197,bio1_whs1_land2_list500_bld750,True,True,2,500,750,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,5.9,0.0,0.0,0.0,7.4,2.8,0.0,3.4,0.0,0.0,0.3,6.8,0.3,5.6,8.8,5.6,0.0,3.5,0.2,1.4,4.6,0.0,0.0,0.0,3.3,3.6,3.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.5,0.3,1.3,1.6,0.5,8.4,0.1,0.1,0.5,1.3,0.0,1.5,1.4,1.9,0.9,75.4,4.3,27.5,8.2,23.6,9.2,6.3,2.3,7.0,24.1,31.6,19.5,16.0,7.5,42.3,38.5,15.6,136.4,1.7,3.0,8.2,17.4,0.0,12.2,15.9,23.5,12.2,0.3,23.2,0.0,0.0,0.3,10.7,0.0,4.0,0.1,8.5,0.1,4.6,0.1,3.1,0.0,1.4,0.0,0.7,0.1,5.3,0.1,8.2,0.1,3.1,0.0,0.5,0.0,0.2,0.0,0.3,0.0,0.3,0.0,0.1,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
198,bio1_whs1_land2_list500_bld1000,True,True,2,500,1000,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,5.9,0.0,0.0,0.0,7.4,2.8,0.0,3.4,0.0,0.0,0.3,6.8,0.3,5.6,8.8,5.6,0.0,3.5,0.2,1.4,4.6,0.0,0.0,0.0,3.3,3.6,3.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.5,0.3,1.3,1.6,0.5,8.4,0.1,0.1,0.5,1.3,0.0,1.5,1.4,1.9,0.9,84.7,4.3,32.1,9.9,26.8,10.9,7.6,2.8,7.3,26.4,35.1,20.8,16.3,7.6,42.5,38.8,15.7,137.4,1.7,3.0,8.2,17.6,0.0,12.2,15.9,23.7,12.2,0.1,14.0,0.0,0.0,0.2,6.2,0.0,2.4,0.0,5.4,0.0,2.8,0.0,1.8,0.0,0.9,0.0,0.4,0.1,3.0,0.1,4.7,0.0,1.8,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,bio1_whs1_land2_list500_bld1250,True,True,2,500,1250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,5.9,0.0,0.0,0.0,7.4,2.8,0.0,3.4,0.0,0.0,0.3,6.8,0.3,5.6,8.8,5.6,0.0,3.5,0.2,1.4,4.6,0.0,0.0,0.0,3.3,3.6,3.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.5,0.3,1.3,1.6,0.5,8.4,0.1,0.1,0.5,1.3,0.0,1.5,1.4,1.9,0.9,92.3,4.3,35.6,11.3,29.5,12.4,8.7,3.3,7.5,28.2,37.8,21.8,16.4,7.6,42.6,38.8,15.7,137.8,1.7,3.0,8.2,17.6,0.0,12.2,15.9,23.7,12.2,0.1,6.5,0.0,0.0,0.1,2.8,0.0,0.9,0.0,2.7,0.0,1.4,0.0,0.8,0.0,0.4,0.0,0.2,0.0,1.3,0.0,2.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,bio1_whs1_land2_list1000_bld250,True,True,2,1000,250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,5.9,0.0,0.0,0.0,7.4,2.8,0.0,3.4,0.0,0.0,0.3,6.8,0.3,5.6,8.8,5.6,0.0,3.5,0.2,1.4,4.6,0.0,0.0,0.0,3.3,3.6,3.6,1.0,0.1,0.2,0.1,1.2,0.2,0.1,0.1,0.6,1.3,2.0,1.9,2.5,1.5,7.9,9.7,2.9,46.6,0.5,0.4,2.2,6.9,0.0,6.3,6.8,9.6,4.2,30.6,2.4,10.1,2.2,8.3,3.0,1.9,0.7,3.2,7.8,9.7,7.3,7.5,3.6,23.4,18.4,5.9,66.9,1.0,1.9,4.4,7.1,0.0,5.6,6.9,9.2,6.4,1.0,66.4,0.1,1.8,0.5,27.6,0.1,9.9,0.4,22.5,0.1,10.4,0.2,7.4,0.1,2.8,0.2,3.8,0.5,20.0,0.6,27.9,0.4,13.4,0.3,6.7,0.2,2.6,0.7,11.9,0.6,11.8,0.2,7.2,2.4,30.6,0.0,0.2,0.1,0.7,0.2,1.9,0.3,4.6,0.0,0.0,0.2,1.6,0.3,3.3,0.5,6.3,0.4,2.1
201,bio1_whs1_land2_list1000_bld500,True,True,2,1000,500,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,5.9,0.0,0.0,0.0,7.4,2.8,0.0,3.4,0.0,0.0,0.3,6.8,0.3,5.6,8.8,5.6,0.0,3.5,0.2,1.4,4.6,0.0,0.0,0.0,3.3,3.6,3.6,1.0,0.1,0.2,0.1,1.2,0.2,0.1,0.1,0.6,1.3,2.0,1.9,2.5,1.5,7.9,9.7,2.9,46.6,0.5,0.4,2.2,6.9,0.0,6.3,6.8,9.6,4.2,54.4,4.0,18.4,4.9,16.3,5.9,3.9,1.4,5.6,16.8,21.2,14.2,12.5,5.7,33.6,27.9,11.5,92.3,1.3,2.7,6.1,10.7,0.0,7.2,9.6,14.1,8.7,0.6,43.0,0.0,0.3,0.4,19.5,0.1,7.2,0.2,14.7,0.1,7.7,0.1,5.4,0.0,2.1,0.1,1.6,0.3,11.3,0.4,16.6,0.2,6.8,0.1,1.9,0.0,0.7,0.2,2.2,0.2,2.7,0.1,1.7,0.4,7.2,0.0,0.0,0.0,0.1,0.0,0.3,0.1,1.3,0.0,0.0,0.0,0.2,0.1,0.8,0.1,1.7,0.1,0.2
202,bio1_whs1_land2_list1000_bld750,True,True,2,1000,750,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,5.9,0.0,0.0,0.0,7.4,2.8,0.0,3.4,0.0,0.0,0.3,6.8,0.3,5.6,8.8,5.6,0.0,3.5,0.2,1.4,4.6,0.0,0.0,0.0,3.3,3.6,3.6,1.0,0.1,0.2,0.1,1.2,0.2,0.1,0.1,0.6,1.3,2.0,1.9,2.5,1.5,7.9,9.7,2.9,46.6,0.5,0.4,2.2,6.9,0.0,6.3,6.8,9.6,4.2,74.6,4.2,27.4,8.2,22.7,9.0,6.3,2.2,6.5,23.0,29.9,17.9,14.0,6.3,35.7,30.5,13.2,98.1,1.3,2.7,6.5,11.8,0.0,7.4,10.4,15.7,8.9,0.3,23.2,0.0,0.0,0.3,10.7,0.0,4.0,0.1,8.5,0.1,4.6,0.1,3.1,0.0,1.4,0.0,0.7,0.1,5.3,0.1,8.1,0.1,3.1,0.0,0.5,0.0,0.2,0.0,0.3,0.0,0.3,0.0,0.1,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
203,bio1_whs1_land2_list1000_bld1000,True,True,2,1000,1000,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,5.9,0.0,0.0,0.0,7.4,2.8,0.0,3.4,0.0,0.0,0.3,6.8,0.3,5.6,8.8,5.6,0.0,3.5,0.2,1.4,4.6,0.0,0.0,0.0,3.3,3.6,3.6,1.0,0.1,0.2,0.1,1.2,0.2,0.1,0.1,0.6,1.3,2.0,1.9,2.5,1.5,7.9,9.7,2.9,46.6,0.5,0.4,2.2,6.9,0.0,6.3,6.8,9.6,4.2,83.9,4.2,31.9,9.8,25.8,10.8,7.5,2.7,6.8,25.3,33.4,19.2,14.2,6.4,35.8,30.7,13.3,99.1,1.3,2.7,6.5,12.0,0.0,7.4,10.5,15.9,8.9,0.1,14.0,0.0,0.0,0.2,6.2,0.0,2.4,0.0,5.4,0.0,2.8,0.0,1.8,0.0,0.9,0.0,0.4,0.1,3.0,0.1,4.7,0.0,1.8,0.0,0.2,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,bio1_whs1_land2_list1000_bld1250,True,True,2,1000,1250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,95.7,1.2,17.0,4.7,41.7,4.3,8.5,7.0,2.1,15.7,6.6,10.7,26.3,10.2,30.0,16.2,3.6,29.7,2.1,1.4,4.9,4.7,0.0,9.0,1.8,11.0,5.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.1,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.2,5.9,0.0,0.0,0.0,7.4,2.8,0.0,3.4,0.0,0.0,0.3,6.8,0.3,5.6,8.8,5.6,0.0,3.5,0.2,1.4,4.6,0.0,0.0,0.0,3.3,3.6,3.6,1.0,0.1,0.2,0.1,1.2,0.2,0.1,0.1,0.6,1.3,2.0,1.9,2.5,1.5,7.9,9.7,2.9,46.6,0.5,0.4,2.2,6.9,0.0,6.3,6.8,9.6,4.2,91.5,4.2,35.4,11.2,28.6,12.2,8.6,3.2,7.0,27.0,36.1,20.2,14.4,6.4,35.9,30.8,13.3,99.5,1.3,2.7,6.5,12.1,0.0,7.4,10.5,15.9,8.9,0.1,6.5,0.0,0.0,0.1,2.8,0.0,0.9,0.0,2.7,0.0,1.4,0.0,0.8,0.0,0.4,0.0,0.2,0.0,1.3,0.0,2.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
