combination_id,filename,biodiversity,world_heritage,landscape_level,listed_buffer_m,building_buffer_m,zone_1_baseline_gw,zone_2_baseline_gw,zone_3_baseline_gw,zone_4_baseline_gw,zone_5_baseline_gw,zone_6_baseline_gw,zone_7_baseline_gw,zone_8_baseline_gw,zone_9_baseline_gw,zone_10_baseline_gw,zone_11_baseline_gw,zone_12_baseline_gw,zone_13_baseline_gw,zone_14_baseline_gw,zone_15_baseline_gw,zone_16_baseline_gw,zone_17_baseline_gw,zone_18_baseline_gw,zone_19_baseline_gw,zone_20_baseline_gw,zone_21_baseline_gw,zone_22_baseline_gw,zone_23_baseline_gw,zone_24_baseline_gw,zone_25_baseline_gw,zone_26_baseline_gw,zone_27_baseline_gw,zone_1_reduction_biodiversity_gw,zone_2_reduction_biodiversity_gw,zone_3_reduction_biodiversity_gw,zone_4_reduction_biodiversity_gw,zone_5_reduction_biodiversity_gw,zone_6_reduction_biodiversity_gw,zone_7_reduction_biodiversity_gw,zone_8_reduction_biodiversity_gw,zone_9_reduction_biodiversity_gw,zone_10_reduction_biodiversity_gw,zone_11_reduction_biodiversity_gw,zone_12_reduction_biodiversity_gw,zone_13_reduction_biodiversity_gw,zone_14_reduction_biodiversity_gw,zone_15_reduction_biodiversity_gw,zone_16_reduction_biodiversity_gw,zone_17_reduction_biodiversity_gw,zone_18_reduction_biodiversity_gw,zone_19_reduction_biodiversity_gw,zone_20_reduction_biodiversity_gw,zone_21_reduction_biodiversity_gw,zone_22_reduction_biodiversity_gw,zone_23_reduction_biodiversity_gw,zone_24_reduction_biodiversity_gw,zone_25_reduction_biodiversity_gw,zone_26_reduction_biodiversity_gw,zone_27_reduction_biodiversity_gw,zone_1_reduction_world_heritage_gw,zone_2_reduction_world_heritage_gw,zone_3_reduction_world_heritage_gw,zone_4_reduction_world_heritage_gw,zone_5_reduction_world_heritage_gw,zone_6_reduction_world_heritage_gw,zone_7_reduction_world_heritage_gw,zone_8_reduction_world_heritage_gw,zone_9_reduction_world_heritage_gw,zone_10_reduction_world_heritage_gw,zone_11_reduction_world_heritage_gw,zone_12_reduction_world_heritage_gw,zone_13_reduction_world_heritage_gw,zone_14_reduction_world_heritage_gw,zone_15_reduction_world_heritage_gw,zone_16_reduction_world_heritage_gw,zone_17_reduction_world_heritage_gw,zone_18_reduction_world_heritage_gw,zone_19_reduction_world_heritage_gw,zone_20_reduction_world_heritage_gw,zone_21_reduction_world_heritage_gw,zone_22_reduction_world_heritage_gw,zone_23_reduction_world_heritage_gw,zone_24_reduction_world_heritage_gw,zone_25_reduction_world_heritage_gw,zone_26_reduction_world_heritage_gw,zone_27_reduction_world_heritage_gw,zone_1_reduction_landscape_gw,zone_2_reduction_landscape_gw,zone_3_reduction_landscape_gw,zone_4_reduction_landscape_gw,zone_5_reduction_landscape_gw,zone_6_reduction_landscape_gw,zone_7_reduction_landscape_gw,zone_8_reduction_landscape_gw,zone_9_reduction_landscape_gw,zone_10_reduction_landscape_gw,zone_11_reduction_landscape_gw,zone_12_reduction_landscape_gw,zone_13_reduction_landscape_gw,zone_14_reduction_landscape_gw,zone_15_reduction_landscape_gw,zone_16_reduction_landscape_gw,zone_17_reduction_landscape_gw,zone_18_reduction_landscape_gw,zone_19_reduction_landscape_gw,zone_20_reduction_landscape_gw,zone_21_reduction_landscape_gw,zone_22_reduction_landscape_gw,zone_23_reduction_landscape_gw,zone_24_reduction_landscape_gw,zone_25_reduction_landscape_gw,zone_26_reduction_landscape_gw,zone_27_reduction_landscape_gw,zone_1_reduction_listed_gw,zone_2_reduction_listed_gw,zone_3_reduction_listed_gw,zone_4_reduction_listed_gw,zone_5_reduction_listed_gw,zone_6_reduction_listed_gw,zone_7_reduction_listed_gw,zone_8_reduction_listed_gw,zone_9_reduction_listed_gw,zone_10_reduction_listed_gw,zone_11_reduction_listed_gw,zone_12_reduction_listed_gw,zone_13_reduction_listed_gw,zone_14_reduction_listed_gw,zone_15_reduction_listed_gw,zone_16_reduction_listed_gw,zone_17_reduction_listed_gw,zone_18_reduction_listed_gw,zone_19_reduction_listed_gw,zone_20_reduction_listed_gw,zone_21_reduction_listed_gw,zone_22_reduction_listed_gw,zone_23_reduction_listed_gw,zone_24_reduction_listed_gw,zone_25_reduction_listed_gw,zone_26_reduction_listed_gw,zone_27_reduction_listed_gw,zone_1_reduction_building_gw,zone_2_reduction_building_gw,zone_3_reduction_building_gw,zone_4_reduction_building_gw,zone_5_reduction_building_gw,zone_6_reduction_building_gw,zone_7_reduction_building_gw,zone_8_reduction_building_gw,zone_9_reduction_building_gw,zone_10_reduction_building_gw,zone_11_reduction_building_gw,zone_12_reduction_building_gw,zone_13_reduction_building_gw,zone_14_reduction_building_gw,zone_15_reduction_building_gw,zone_16_reduction_building_gw,zone_17_reduction_building_gw,zone_18_reduction_building_gw,zone_19_reduction_building_gw,zone_20_reduction_building_gw,zone_21_reduction_building_gw,zone_22_reduction_building_gw,zone_23_reduction_building_gw,zone_24_reduction_building_gw,zone_25_reduction_building_gw,zone_26_reduction_building_gw,zone_27_reduction_building_gw,zone_1_reduction_parcel_filter_gw,zone_1_final_gw,zone_2_reduction_parcel_filter_gw,zone_2_final_gw,zone_3_reduction_parcel_filter_gw,zone_3_final_gw,zone_4_reduction_parcel_filter_gw,zone_4_final_gw,zone_5_reduction_parcel_filter_gw,zone_5_final_gw,zone_6_reduction_parcel_filter_gw,zone_6_final_gw,zone_7_reduction_parcel_filter_gw,zone_7_final_gw,zone_8_reduction_parcel_filter_gw,zone_8_final_gw,zone_9_reduction_parcel_filter_gw,zone_9_final_gw,zone_10_reduction_parcel_filter_gw,zone_10_final_gw,zone_11_reduction_parcel_filter_gw,zone_11_final_gw,zone_12_reduction_parcel_filter_gw,zone_12_final_gw,zone_13_reduction_parcel_filter_gw,zone_13_final_gw,zone_14_reduction_parcel_filter_gw,zone_14_final_gw,zone_15_reduction_parcel_filter_gw,zone_15_final_gw,zone_16_reduction_parcel_filter_gw,zone_16_final_gw,zone_17_reduction_parcel_filter_gw,zone_17_final_gw,zone_18_reduction_parcel_filter_gw,zone_18_final_gw,zone_19_reduction_parcel_filter_gw,zone_19_final_gw,zone_20_reduction_parcel_filter_gw,zone_20_final_gw,zone_21_reduction_parcel_filter_gw,zone_21_final_gw,zone_22_reduction_parcel_filter_gw,zone_22_final_gw,zone_23_reduction_parcel_filter_gw,zone_23_final_gw,zone_24_reduction_parcel_filter_gw,zone_24_final_gw,zone_25_reduction_parcel_filter_gw,zone_25_final_gw,zone_26_reduction_parcel_filter_gw,zone_26_final_gw,zone_27_reduction_parcel_filter_gw,zone_27_final_gw
48,bio0_whs0_land4_list500_bld1000,False,False,4,500,1000,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,12.1,31.3,25.4,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.8,0.0,7.9,13.2,19.3,12.3,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.4,0.4,0.3,1.0,1.3,0.5,7.7,0.1,0.1,0.5,0.7,0.0,1.1,0.7,1.5,0.8,129.2,5.5,36.2,11.7,34.6,11.5,11.3,5.5,9.3,36.9,38.9,26.1,13.0,6.8,40.9,33.4,18.6,139.4,2.4,3.2,9.4,11.3,0.0,13.7,8.5,19.4,9.7,0.2,31.4,0.0,0.0,0.2,7.4,0.0,2.7,0.1,8.0,0.0,2.7,0.1,2.1,0.0,1.4,0.0,0.4,0.1,6.1,0.1,6.6,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.3,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
49,bio0_whs0_land4_list500_bld1250,False,False,4,500,1250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,12.1,31.3,25.4,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.8,0.0,7.9,13.2,19.3,12.3,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4,0.4,0.4,0.3,1.0,1.3,0.5,7.7,0.1,0.1,0.5,0.7,0.0,1.1,0.7,1.5,0.8,143.8,5.5,40.2,13.3,38.5,12.8,12.5,6.3,9.5,40.2,42.4,27.7,13.0,6.8,41.0,33.5,18.8,141.0,2.4,3.2,9.4,11.7,0.0,13.7,8.5,19.5,9.7,0.1,16.8,0.0,0.0,0.1,3.4,0.0,1.1,0.0,4.1,0.0,1.3,0.0,0.9,0.0,0.6,0.0,0.2,0.0,2.8,0.0,3.2,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,bio0_whs0_land4_list1000_bld250,False,False,4,1000,250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,12.1,31.3,25.4,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.8,0.0,7.9,13.2,19.3,12.3,1.6,0.2,0.2,0.1,1.3,0.2,0.1,0.1,1.0,1.5,2.2,2.4,2.2,1.4,6.9,7.6,3.0,43.7,0.7,0.4,2.4,4.2,0.0,4.8,3.5,7.5,3.4,43.0,2.8,11.4,2.7,10.3,3.5,3.4,1.8,4.1,10.1,10.5,8.8,6.1,3.4,22.1,15.5,6.8,65.2,1.4,2.0,4.9,4.9,0.0,6.3,3.9,8.5,5.3,1.2,115.3,0.1,2.4,0.6,31.5,0.1,11.5,0.5,30.7,0.2,10.4,0.2,9.8,0.1,4.9,0.2,4.6,0.6,31.0,0.6,32.7,0.4,18.5,0.3,4.8,0.1,2.1,0.6,12.4,0.5,11.3,0.2,9.4,2.3,38.6,0.1,0.4,0.2,0.8,0.2,2.4,0.1,3.8,0.0,0.0,0.2,3.6,0.1,1.6,0.4,4.6,0.3,1.4
51,bio0_whs0_land4_list1000_bld500,False,False,4,1000,500,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,12.1,31.3,25.4,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.8,0.0,7.9,13.2,19.3,12.3,1.6,0.2,0.2,0.1,1.3,0.2,0.1,0.1,1.0,1.5,2.2,2.4,2.2,1.4,6.9,7.6,3.0,43.7,0.7,0.4,2.4,4.2,0.0,4.8,3.5,7.5,3.4,78.4,4.8,20.7,6.0,20.5,6.5,6.4,3.1,7.1,22.0,23.1,17.1,10.1,5.2,32.4,24.1,13.3,92.1,1.8,2.8,7.0,6.6,0.0,9.0,5.3,12.1,6.9,0.7,80.5,0.0,0.5,0.5,22.4,0.1,8.3,0.2,20.8,0.1,7.5,0.1,6.8,0.1,3.7,0.1,1.8,0.3,19.4,0.4,20.3,0.2,10.4,0.1,1.0,0.0,0.4,0.2,2.6,0.2,3.1,0.1,3.0,0.5,13.5,0.0,0.0,0.0,0.1,0.0,0.5,0.0,2.2,0.0,0.0,0.0,1.0,0.0,0.3,0.1,1.2,0.0,0.1
52,bio0_whs0_land4_list1000_bld750,False,False,4,1000,750,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,12.1,31.3,25.4,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.8,0.0,7.9,13.2,19.3,12.3,1.6,0.2,0.2,0.1,1.3,0.2,0.1,0.1,1.0,1.5,2.2,2.4,2.2,1.4,6.9,7.6,3.0,43.7,0.7,0.4,2.4,4.2,0.0,4.8,3.5,7.5,3.4,111.4,5.2,30.8,9.7,29.1,9.7,9.6,4.5,8.2,31.5,33.0,22.1,11.1,5.6,34.7,26.7,15.7,101.0,1.9,2.9,7.4,7.5,0.0,9.8,5.6,13.3,7.0,0.4,47.8,0.0,0.1,0.3,12.4,0.1,4.6,0.1,12.4,0.0,4.4,0.1,3.7,0.0,2.2,0.0,0.7,0.1,10.1,0.1,10.7,0.1,5.5,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.7,0.0,0.7,0.1,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
53,bio0_whs0_land4_list1000_bld1000,False,False,4,1000,1000,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,12.1,31.3,25.4,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.8,0.0,7.9,13.2,19.3,12.3,1.6,0.2,0.2,0.1,1.3,0.2,0.1,0.1,1.0,1.5,2.2,2.4,2.2,1.4,6.9,7.6,3.0,43.7,0.7,0.4,2.4,4.2,0.0,4.8,3.5,7.5,3.4,127.9,5.3,36.0,11.7,33.5,11.3,11.2,5.3,8.5,35.6,37.1,24.1,11.2,5.6,35.0,27.1,16.1,103.5,1.9,2.9,7.5,7.9,0.0,10.0,5.6,13.4,7.0,0.2,31.4,0.0,0.0,0.2,7.4,0.0,2.7,0.1,8.0,0.0,2.7,0.1,2.1,0.0,1.4,0.0,0.4,0.1,6.1,0.1,6.6,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.3,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
54,bio0_whs0_land4_list1000_bld1250,False,False,4,1000,1250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,12.1,31.3,25.4,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.8,0.0,7.9,13.2,19.3,12.3,1.6,0.2,0.2,0.1,1.3,0.2,0.1,0.1,1.0,1.5,2.2,2.4,2.2,1.4,6.9,7.6,3.0,43.7,0.7,0.4,2.4,4.2,0.0,4.8,3.5,7.5,3.4,142.6,5.3,40.1,13.2,37.4,12.7,12.4,6.2,8.7,38.9,40.6,25.7,11.2,5.6,35.1,27.3,16.3,105.1,1.9,2.9,7.5,8.3,0.0,10.0,5.6,13.4,7.0,0.1,16.8,0.0,0.0,0.1,3.4,0.0,1.1,0.0,4.1,0.0,1.3,0.0,0.9,0.0,0.6,0.0,0.2,0.0,2.8,0.0,3.2,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,bio0_whs0_land4_list1500_bld250,False,False,4,1500,250,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,12.1,31.3,25.4,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.8,0.0,7.9,13.2,19.3,12.3,3.8,0.4,0.6,0.2,3.3,0.5,0.3,0.4,2.2,3.9,5.3,5.5,4.7,2.8,16.0,15.6,6.1,83.7,1.3,0.9,4.5,7.7,0.0,8.5,6.6,13.5,6.3,41.9,2.7,11.3,2.7,9.3,3.4,3.3,1.7,3.4,9.2,9.3,7.2,4.6,2.5,16.1,10.4,5.1,36.2,1.0,1.6,3.4,2.4,0.0,3.6,1.8,4.3,3.1,1.2,114.3,0.1,2.3,0.6,31.2,0.1,11.4,0.4,29.8,0.1,10.3,0.2,9.7,0.1,4.8,0.2,4.0,0.5,29.7,0.5,30.8,0.4,16.9,0.2,3.9,0.1,1.6,0.5,9.5,0.4,8.5,0.2,8.1,1.4,28.4,0.0,0.3,0.1,0.6,0.2,1.9,0.1,2.7,0.0,0.0,0.1,2.6,0.1,0.7,0.2,2.9,0.2,0.9
56,bio0_whs0_land4_list1500_bld500,False,False,4,1500,500,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,12.1,31.3,25.4,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.8,0.0,7.9,13.2,19.3,12.3,3.8,0.4,0.6,0.2,3.3,0.5,0.3,0.4,2.2,3.9,5.3,5.5,4.7,2.8,16.0,15.6,6.1,83.7,1.3,0.9,4.5,7.7,0.0,8.5,6.6,13.5,6.3,76.5,4.6,20.5,5.9,18.8,6.3,6.3,2.9,5.9,20.2,20.7,14.4,7.7,3.9,23.8,16.6,10.5,53.7,1.2,2.3,4.9,3.3,0.0,5.4,2.4,6.4,4.1,0.7,80.1,0.0,0.5,0.5,22.2,0.1,8.3,0.2,20.6,0.1,7.4,0.1,6.8,0.1,3.6,0.1,1.6,0.3,19.0,0.3,19.7,0.2,10.0,0.1,0.9,0.0,0.3,0.1,2.1,0.1,2.6,0.1,2.8,0.3,12.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,1.8,0.0,0.0,0.0,0.9,0.0,0.2,0.1,0.9,0.0,0.0
57,bio0_whs0_land4_list1500_bld750,False,False,4,1500,750,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,12.1,31.3,25.4,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.8,0.0,7.9,13.2,19.3,12.3,3.8,0.4,0.6,0.2,3.3,0.5,0.3,0.4,2.2,3.9,5.3,5.5,4.7,2.8,16.0,15.6,6.1,83.7,1.3,0.9,4.5,7.7,0.0,8.5,6.6,13.5,6.3,109.3,5.0,30.5,9.7,27.1,9.4,9.5,4.3,6.9,29.3,30.0,19.1,8.6,4.2,25.7,18.6,12.7,61.1,1.3,2.4,5.3,4.0,0.0,6.1,2.6,7.2,4.1,0.3,47.7,0.0,0.1,0.3,12.4,0.1,4.6,0.1,12.3,0.0,4.3,0.1,3.7,0.0,2.2,0.0,0.7,0.1,10.0,0.1,10.6,0.1,5.4,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.7,0.0,0.7,0.1,4.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0
58,bio0_whs0_land4_list1500_bld1000,False,False,4,1500,1000,203.2,5.5,55.4,16.9,81.5,20.8,18.1,14.2,9.9,45.4,47.0,42.2,44.7,32.5,82.7,62.3,19.8,179.8,4.1,5.9,18.3,23.8,0.0,22.7,22.4,40.2,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.1,0.0,11.7,2.5,38.6,6.6,4.6,7.3,0.0,2.2,1.0,12.1,31.3,25.4,40.6,27.4,0.4,30.0,1.5,2.6,8.4,10.8,0.0,7.9,13.2,19.3,12.3,3.8,0.4,0.6,0.2,3.3,0.5,0.3,0.4,2.2,3.9,5.3,5.5,4.7,2.8,16.0,15.6,6.1,83.7,1.3,0.9,4.5,7.7,0.0,8.5,6.6,13.5,6.3,125.7,5.0,35.6,11.5,31.5,11.1,11.0,5.1,7.2,33.3,34.1,21.0,8.6,4.2,25.9,19.0,13.0,63.5,1.3,2.4,5.4,4.3,0.0,6.2,2.6,7.3,4.1,0.2,31.4,0.0,0.0,0.2,7.3,0.0,2.7,0.1,8.0,0.0,2.7,0.1,2.1,0.0,1.4,0.0,0.4,0.1,6.0,0.1,6.6,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.3,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
