combination_id,filename,biodiversity,world_heritage,landscape_level,listed_buffer_m,building_buffer_m,zone_1_ha,zone_2_ha,zone_3_ha,zone_4_ha,zone_5_ha,zone_6_ha,zone_7_ha,zone_8_ha,zone_9_ha,zone_10_ha,zone_11_ha,zone_12_ha,zone_13_ha,zone_14_ha,zone_15_ha,zone_16_ha,zone_17_ha,zone_18_ha,zone_19_ha,zone_20_ha,zone_21_ha,zone_22_ha,zone_23_ha,zone_24_ha,zone_25_ha,zone_26_ha,zone_27_ha
13,bio0_whs0_land1_list1500_bld1000,False,False,1,1500,1000,182618.6,203.5,43876.4,15019.2,100634.2,19323.3,12918.0,15168.5,2043.7,31505.8,33644.6,25539.5,11003.7,12059.8,5516.2,6636.5,1724.1,15777.8,988.7,141.6,4714.4,4425.8,0.0,443.5,159.2,1684.3,8955.5
14,bio0_whs0_land1_list1500_bld1250,False,False,1,1500,1250,95724.0,26.5,19599.8,6164.3,54362.5,8893.6,5511.8,6861.0,817.3,14513.8,16413.7,12179.2,3713.6,4428.0,817.3,1763.9,641.4,5717.5,572.9,25.4,1864.5,2457.3,0.0,98.4,31.0,320.7,4296.4
15,bio0_whs0_land2_list500_bld250,False,False,2,500,250,672778.8,12175.9,198439.5,66475.3,166519.0,64469.2,64774.5,31577.7,24549.8,166824.2,170943.7,101949.1,114115.1,31285.8,103949.7,83307.1,52286.7,264280.1,3261.3,4226.7,15794.4,46928.6,11.1,30209.7,25428.9,56619.6,17374.7
16,bio0_whs0_land2_list500_bld500,False,False,2,500,500,460157.3,2551.3,139864.7,47528.0,112908.5,45781.8,44015.7,22720.6,9054.0,103560.4,104512.6,54005.3,52864.0,13520.7,26896.5,21444.4,16250.0,77700.2,350.6,348.4,3367.4,18757.1,0.0,6298.1,5084.9,14772.5,1988.4
17,bio0_whs0_land2_list500_bld750,False,False,2,500,750,265182.5,525.3,75787.0,25832.6,67235.1,26437.5,22961.7,13503.0,3678.2,53470.0,54737.4,27719.3,19091.1,5259.6,6075.8,4014.4,3666.0,26303.7,17.7,4.4,538.6,7699.2,0.0,1234.2,261.0,1790.4,242.2
18,bio0_whs0_land2_list500_bld1000,False,False,2,500,1000,171290.9,205.7,44023.5,15081.1,43490.4,16046.5,12919.1,8384.9,2044.8,31679.5,33847.0,17746.3,8726.6,2480.5,2194.1,1644.5,1759.5,13345.9,0.0,4.4,164.8,4597.2,0.0,452.3,11.1,449.0,65.2
19,bio0_whs0_land2_list500_bld1250,False,False,2,500,1250,90226.6,26.5,19602.0,6167.6,22519.3,7525.6,5481.9,3438.2,817.3,14528.1,16421.4,9653.4,2806.8,852.6,369.4,610.5,645.8,4911.3,0.0,4.4,45.3,2468.4,0.0,98.4,0.0,84.0,0.0
20,bio0_whs0_land2_list1000_bld250,False,False,2,1000,250,670004.1,11895.0,197688.6,66312.8,164071.7,64119.8,64392.9,31207.2,22947.3,163084.1,166028.0,96933.9,108750.4,28753.3,93313.2,70531.8,48120.8,217278.5,2709.4,3897.2,13445.5,37288.6,11.1,22821.2,18209.7,43306.8,13307.2
21,bio0_whs0_land2_list1000_bld500,False,False,2,1000,500,459643.0,2514.8,139622.5,47458.4,112457.3,45665.7,43797.9,22581.3,8768.6,102585.0,103286.1,53066.4,51983.7,13191.1,25793.9,19647.3,15849.7,73639.3,350.6,335.1,3138.5,17039.6,0.0,5655.5,4334.0,12905.8,1732.9
22,bio0_whs0_land2_list1000_bld750,False,False,2,1000,750,265136.1,525.3,75779.2,25821.5,67162.1,26429.8,22937.4,13480.9,3677.1,53414.7,54595.8,27630.8,19070.0,5259.6,6074.7,3975.7,3664.9,26208.6,17.7,4.4,501.0,7607.5,0.0,1227.5,254.4,1734.0,227.8
23,bio0_whs0_land2_list1000_bld1000,False,False,2,1000,1000,171290.9,205.7,44023.5,15081.1,43487.1,16046.5,12919.1,8384.9,2044.8,31679.5,33843.7,17746.3,8726.6,2480.5,2194.1,1644.5,1759.5,13345.9,0.0,4.4,147.1,4597.2,0.0,452.3,11.1,449.0,65.2
24,bio0_whs0_land2_list1000_bld1250,False,False,2,1000,1250,90226.6,26.5,19602.0,6167.6,22519.3,7525.6,5481.9,3438.2,817.3,14528.1,16421.4,9653.4,2806.8,852.6,369.4,610.5,645.8,4911.3,0.0,4.4,37.6,2468.4,0.0,98.4,0.0,84.0,0.0
25,bio0_whs0_land2_list1500_bld250,False,False,2,1500,250,664468.0,11363.1,195852.9,65850.5,159175.9,63220.7,63623.2,30297.1,20130.6,156312.7,156556.0,88555.6,99812.5,25921.1,75083.6,52192.7,41633.6,157162.0,1916.5,3224.8,10123.4,24701.3,11.1,15310.0,9324.9,25395.8,8866.0
26,bio0_whs0_land2_list1500_bld500,False,False,2,1500,500,457996.4,2403.1,138494.5,47156.5,111134.7,45269.8,43254.9,21999.6,8227.9,100196.3,100081.3,50977.3,50026.3,12826.2,22999.3,15970.2,14721.7,64691.5,295.3,287.5,2459.5,13329.3,0.0,4796.3,2511.5,8447.9,1285.0
27,bio0_whs0_land2_list1500_bld750,False,False,2,1500,750,264743.5,516.5,75340.2,25668.9,66745.2,26289.3,22707.3,13239.8,3641.7,52747.9,53842.7,27229.3,18768.1,5241.9,6030.4,3701.4,3582.0,25421.2,17.7,4.4,419.1,6906.3,0.0,1177.8,216.8,1327.1,195.7
28,bio0_whs0_land2_list1500_bld1000,False,False,2,1500,1000,171204.7,203.5,43876.4,15019.2,43300.2,15997.9,12850.5,8289.8,2043.7,31501.4,33558.4,17613.6,8624.9,2480.5,2194.1,1559.3,1724.1,13201.1,0.0,4.4,116.1,4425.8,0.0,443.5,11.1,343.9,65.2
29,bio0_whs0_land2_list1500_bld1250,False,False,2,1500,1250,90218.9,26.5,19599.8,6164.3,22493.9,7517.9,5481.9,3434.9,817.3,14513.8,16398.2,9639.0,2806.8,852.6,369.4,603.8,641.4,4901.3,0.0,4.4,28.8,2457.3,0.0,98.4,0.0,73.0,0.0
30,bio0_whs0_land3_list500_bld250,False,False,3,500,250,579382.7,12175.9,158149.6,57818.4,156078.2,52495.7,49440.1,24992.1,24549.8,158750.1,168187.8,96724.9,34026.2,12493.3,85138.4,70932.1,51079.1,241361.5,2461.7,4226.7,14119.0,23845.3,11.1,26351.3,14631.0,30064.9,9813.7
31,bio0_whs0_land3_list500_bld500,False,False,3,500,500,402842.1,2551.3,112261.6,41686.7,104623.2,37419.1,34379.0,18450.7,9054.0,98073.0,102635.9,52781.0,6404.2,2071.3,17290.7,17630.2,15565.5,71641.0,155.9,348.4,2724.9,11463.7,0.0,5928.7,2511.5,6780.2,480.0
