combination_id,filename,biodiversity,world_heritage,landscape_level,listed_buffer_m,building_buffer_m,zone_1_ha,zone_2_ha,zone_3_ha,zone_4_ha,zone_5_ha,zone_6_ha,zone_7_ha,zone_8_ha,zone_9_ha,zone_10_ha,zone_11_ha,zone_12_ha,zone_13_ha,zone_14_ha,zone_15_ha,zone_16_ha,zone_17_ha,zone_18_ha,zone_19_ha,zone_20_ha,zone_21_ha,zone_22_ha,zone_23_ha,zone_24_ha,zone_25_ha,zone_26_ha,zone_27_ha
32,bio0_whs0_land3_list500_bld750,False,False,3,500,750,238865.5,525.3,62218.7,22930.7,61953.3,21776.2,18564.7,11242.5,3678.2,50687.6,53638.1,27438.4,420.2,76.3,2594.4,3715.8,3489.1,25108.2,0.0,4.4,310.8,6530.3,0.0,1234.2,88.5,762.0,12.2
33,bio0_whs0_land3_list500_bld1000,False,False,3,500,1000,156923.2,205.7,36872.7,13498.6,40043.3,13407.9,10657.5,7104.3,2044.8,30259.5,33118.2,17503.0,75.2,0.0,808.4,1546.0,1706.4,12924.6,0.0,4.4,58.6,4361.6,0.0,452.3,5.5,232.2,4.4
34,bio0_whs0_land3_list500_bld1250,False,False,3,500,1250,84226.1,26.5,17015.3,5688.7,20599.5,6675.2,4569.6,2885.3,817.3,13977.4,16068.7,9446.6,0.0,0.0,101.7,580.6,641.4,4807.3,0.0,4.4,0.0,2458.4,0.0,98.4,0.0,38.7,0.0
35,bio0_whs0_land3_list1000_bld250,False,False,3,1000,250,576692.1,11895.0,157611.0,57655.8,153649.7,52161.7,49127.2,24626.1,22947.3,155105.1,163379.4,92265.9,29668.9,10368.9,75257.2,60376.3,46923.1,199339.7,2032.6,3897.2,12073.1,19406.2,11.1,20629.4,9876.7,23333.3,7159.6
36,bio0_whs0_land3_list1000_bld500,False,False,3,1000,500,402328.9,2514.8,112076.9,41617.0,104174.2,37312.9,34215.3,18311.4,8768.6,97117.5,101418.3,51887.5,5817.0,1813.7,16309.7,16358.4,15165.1,68229.3,155.9,335.1,2586.7,10837.8,0.0,5439.9,2047.0,6079.1,403.7
37,bio0_whs0_land3_list1000_bld750,False,False,3,1000,750,238819.1,525.3,62215.4,22919.7,61880.3,21769.5,18551.4,11220.4,3677.1,50632.3,53496.6,27349.9,402.5,76.3,2593.3,3682.6,3488.0,25015.3,0.0,4.4,310.8,6483.9,0.0,1227.5,81.8,757.5,12.2
38,bio0_whs0_land3_list1000_bld1000,False,False,3,1000,1000,156923.2,205.7,36872.7,13498.6,40040.0,13407.9,10657.5,7104.3,2044.8,30259.5,33114.9,17503.0,75.2,0.0,808.4,1546.0,1706.4,12924.6,0.0,4.4,58.6,4361.6,0.0,452.3,5.5,232.2,4.4
39,bio0_whs0_land3_list1000_bld1250,False,False,3,1000,1250,84226.1,26.5,17015.3,5688.7,20599.5,6675.2,4569.6,2885.3,817.3,13977.4,16068.7,9446.6,0.0,0.0,101.7,580.6,641.4,4807.3,0.0,4.4,0.0,2458.4,0.0,98.4,0.0,38.7,0.0
40,bio0_whs0_land3_list1500_bld250,False,False,3,1500,250,571390.4,11363.1,156135.8,57193.6,148859.0,51365.5,48459.2,23754.6,20130.6,148539.4,154204.9,84639.7,23386.4,8113.9,58052.8,45200.1,40514.5,145129.9,1426.6,3224.8,9347.0,13729.7,11.1,14584.5,4451.2,14813.5,4264.3
41,bio0_whs0_land3_list1500_bld500,False,False,3,1500,500,400749.7,2403.1,111155.7,41315.1,102915.7,37001.0,33760.8,17756.2,8227.9,94813.9,98320.7,49891.3,5030.7,1567.1,13744.1,13806.0,14061.5,60532.3,119.4,287.5,2134.4,9257.4,0.0,4753.1,955.5,4474.5,237.8
42,bio0_whs0_land3_list1500_bld750,False,False,3,1500,750,238432.0,516.5,61817.3,22767.1,61474.5,21670.0,18365.6,10991.5,3641.7,49967.6,52754.5,26948.4,353.9,76.3,2559.0,3527.8,3405.1,24358.4,0.0,4.4,293.1,6045.9,0.0,1177.8,61.9,656.9,12.2
43,bio0_whs0_land3_list1500_bld1000,False,False,3,1500,1000,156836.9,203.5,36745.6,13436.6,39854.2,13381.3,10605.5,7015.8,2043.7,30081.4,32829.6,17370.3,48.7,0.0,808.4,1489.6,1671.0,12787.5,0.0,4.4,58.6,4212.4,0.0,443.5,5.5,196.8,4.4
44,bio0_whs0_land3_list1500_bld1250,False,False,3,1500,1250,84218.3,26.5,17013.1,5685.4,20574.1,6675.2,4569.6,2882.0,817.3,13963.0,16045.4,9432.2,0.0,0.0,101.7,574.0,637.0,4797.4,0.0,4.4,0.0,2447.3,0.0,98.4,0.0,34.3,0.0
45,bio0_whs0_land4_list500_bld250,False,False,4,500,250,579382.7,12175.9,158149.6,57818.4,156078.2,52495.7,49440.1,24992.1,24549.8,158750.1,168187.8,96724.9,27616.4,12481.1,70594.8,65961.1,51079.1,232887.1,2461.7,4226.7,14119.0,22981.6,4.4,22330.2,11388.5,29507.5,9813.7
46,bio0_whs0_land4_list500_bld500,False,False,4,500,500,402842.1,2551.3,112261.6,41686.7,104623.2,37419.1,34379.0,18450.7,9054.0,98073.0,102635.9,52781.0,5429.9,2071.3,13564.9,16730.0,15565.5,70896.7,155.9,348.4,2724.9,11407.3,0.0,5575.9,2130.0,6739.3,480.0
47,bio0_whs0_land4_list500_bld750,False,False,4,500,750,238865.5,525.3,62218.7,22930.7,61953.3,21776.2,18564.7,11242.5,3678.2,50687.6,53638.1,27438.4,407.0,76.3,1880.0,3489.1,3489.1,25074.0,0.0,4.4,310.8,6530.3,0.0,1229.8,88.5,762.0,12.2
48,bio0_whs0_land4_list500_bld1000,False,False,4,500,1000,156923.2,205.7,36872.7,13498.6,40043.3,13407.9,10657.5,7104.3,2044.8,30259.5,33118.2,17503.0,75.2,0.0,648.1,1487.4,1706.4,12924.6,0.0,4.4,58.6,4361.6,0.0,452.3,5.5,232.2,4.4
49,bio0_whs0_land4_list500_bld1250,False,False,4,500,1250,84226.1,26.5,17015.3,5688.7,20599.5,6675.2,4569.6,2885.3,817.3,13977.4,16068.7,9446.6,0.0,0.0,101.7,580.6,641.4,4807.3,0.0,4.4,0.0,2458.4,0.0,98.4,0.0,38.7,0.0
50,bio0_whs0_land4_list1000_bld250,False,False,4,1000,250,576692.1,11895.0,157611.0,57655.8,153649.7,52161.7,49127.2,24626.1,22947.3,155105.1,163379.4,92265.9,24206.9,10356.7,62159.0,56598.6,46923.1,193171.1,2032.6,3897.2,12073.1,18885.4,4.4,18021.7,7893.9,22958.4,7159.6
51,bio0_whs0_land4_list1000_bld500,False,False,4,1000,500,402328.9,2514.8,112076.9,41617.0,104174.2,37312.9,34215.3,18311.4,8768.6,97117.5,101418.3,51887.5,5013.0,1813.7,12781.9,15564.4,15165.1,67555.8,155.9,335.1,2586.7,10811.2,0.0,5170.1,1723.0,6043.7,403.7
