combination_id,filename,biodiversity,world_heritage,landscape_level,listed_buffer_m,building_buffer_m,zone_1_baseline_gw,zone_2_baseline_gw,zone_3_baseline_gw,zone_4_baseline_gw,zone_5_baseline_gw,zone_6_baseline_gw,zone_7_baseline_gw,zone_8_baseline_gw,zone_9_baseline_gw,zone_10_baseline_gw,zone_11_baseline_gw,zone_12_baseline_gw,zone_13_baseline_gw,zone_14_baseline_gw,zone_15_baseline_gw,zone_16_baseline_gw,zone_17_baseline_gw,zone_18_baseline_gw,zone_19_baseline_gw,zone_20_baseline_gw,zone_21_baseline_gw,zone_22_baseline_gw,zone_23_baseline_gw,zone_24_baseline_gw,zone_25_baseline_gw,zone_26_baseline_gw,zone_27_baseline_gw,zone_1_reduction_biodiversity_gw,zone_2_reduction_biodiversity_gw,zone_3_reduction_biodiversity_gw,zone_4_reduction_biodiversity_gw,zone_5_reduction_biodiversity_gw,zone_6_reduction_biodiversity_gw,zone_7_reduction_biodiversity_gw,zone_8_reduction_biodiversity_gw,zone_9_reduction_biodiversity_gw,zone_10_reduction_biodiversity_gw,zone_11_reduction_biodiversity_gw,zone_12_reduction_biodiversity_gw,zone_13_reduction_biodiversity_gw,zone_14_reduction_biodiversity_gw,zone_15_reduction_biodiversity_gw,zone_16_reduction_biodiversity_gw,zone_17_reduction_biodiversity_gw,zone_18_reduction_biodiversity_gw,zone_19_reduction_biodiversity_gw,zone_20_reduction_biodiversity_gw,zone_21_reduction_biodiversity_gw,zone_22_reduction_biodiversity_gw,zone_23_reduction_biodiversity_gw,zone_24_reduction_biodiversity_gw,zone_25_reduction_biodiversity_gw,zone_26_reduction_biodiversity_gw,zone_27_reduction_biodiversity_gw,zone_1_reduction_world_heritage_gw,zone_2_reduction_world_heritage_gw,zone_3_reduction_world_heritage_gw,zone_4_reduction_world_heritage_gw,zone_5_reduction_world_heritage_gw,zone_6_reduction_world_heritage_gw,zone_7_reduction_world_heritage_gw,zone_8_reduction_world_heritage_gw,zone_9_reduction_world_heritage_gw,zone_10_reduction_world_heritage_gw,zone_11_reduction_world_heritage_gw,zone_12_reduction_world_heritage_gw,zone_13_reduction_world_heritage_gw,zone_14_reduction_world_heritage_gw,zone_15_reduction_world_heritage_gw,zone_16_reduction_world_heritage_gw,zone_17_reduction_world_heritage_gw,zone_18_reduction_world_heritage_gw,zone_19_reduction_world_heritage_gw,zone_20_reduction_world_heritage_gw,zone_21_reduction_world_heritage_gw,zone_22_reduction_world_heritage_gw,zone_23_reduction_world_heritage_gw,zone_24_reduction_world_heritage_gw,zone_25_reduction_world_heritage_gw,zone_26_reduction_world_heritage_gw,zone_27_reduction_world_heritage_gw,zone_1_reduction_landscape_gw,zone_2_reduction_landscape_gw,zone_3_reduction_landscape_gw,zone_4_reduction_landscape_gw,zone_5_reduction_landscape_gw,zone_6_reduction_landscape_gw,zone_7_reduction_landscape_gw,zone_8_reduction_landscape_gw,zone_9_reduction_landscape_gw,zone_10_reduction_landscape_gw,zone_11_reduction_landscape_gw,zone_12_reduction_landscape_gw,zone_13_reduction_landscape_gw,zone_14_reduction_landscape_gw,zone_15_reduction_landscape_gw,zone_16_reduction_landscape_gw,zone_17_reduction_landscape_gw,zone_18_reduction_landscape_gw,zone_19_reduction_landscape_gw,zone_20_reduction_landscape_gw,zone_21_reduction_landscape_gw,zone_22_reduction_landscape_gw,zone_23_reduction_landscape_gw,zone_24_reduction_landscape_gw,zone_25_reduction_landscape_gw,zone_26_reduction_landscape_gw,zone_27_reduction_landscape_gw,zone_1_reduction_listed_gw,zone_2_reduction_listed_gw,zone_3_reduction_listed_gw,zone_4_reduction_listed_gw,zone_5_reduction_listed_gw,zone_6_reduction_listed_gw,zone_7_reduction_listed_gw,zone_8_reduction_listed_gw,zone_9_reduction_listed_gw,zone_10_reduction_listed_gw,zone_11_reduction_listed_gw,zone_12_reduction_listed_gw,zone_13_reduction_listed_gw,zone_14_reduction_listed_gw,zone_15_reduction_listed_gw,zone_16_reduction_listed_gw,zone_17_reduction_listed_gw,zone_18_reduction_listed_gw,zone_19_reduction_listed_gw,zone_20_reduction_listed_gw,zone_21_reduction_listed_gw,zone_22_reduction_listed_gw,zone_23_reduction_listed_gw,zone_24_reduction_listed_gw,zone_25_reduction_listed_gw,zone_26_reduction_listed_gw,zone_27_reduction_listed_gw,zone_1_reduction_building_gw,zone_2_reduction_building_gw,zone_3_reduction_building_gw,zone_4_reduction_building_gw,zone_5_reduction_building_gw,zone_6_reduction_building_gw,zone_7_reduction_building_gw,zone_8_reduction_building_gw,zone_9_reduction_building_gw,zone_10_reduction_building_gw,zone_11_reduction_building_gw,zone_12_reduction_building_gw,zone_13_reduction_building_gw,zone_14_reduction_building_gw,zone_15_reduction_building_gw,zone_16_reduction_building_gw,zone_17_reduction_building_gw,zone_18_reduction_building_gw,zone_19_reduction_building_gw,zone_20_reduction_building_gw,zone_21_reduction_building_gw,zone_22_reduction_building_gw,zone_23_reduction_building_gw,zone_24_reduction_building_gw,zone_25_reduction_building_gw,zone_26_reduction_building_gw,zone_27_reduction_building_gw,zone_1_reduction_parcel_filter_gw,zone_2_reduction_parcel_filter_gw,zone_3_reduction_parcel_filter_gw,zone_4_reduction_parcel_filter_gw,zone_5_reduction_parcel_filter_gw,zone_6_reduction_parcel_filter_gw,zone_7_reduction_parcel_filter_gw,zone_8_reduction_parcel_filter_gw,zone_9_reduction_parcel_filter_gw,zone_10_reduction_parcel_filter_gw,zone_11_reduction_parcel_filter_gw,zone_12_reduction_parcel_filter_gw,zone_13_reduction_parcel_filter_gw,zone_14_reduction_parcel_filter_gw,zone_15_reduction_parcel_filter_gw,zone_16_reduction_parcel_filter_gw,zone_17_reduction_parcel_filter_gw,zone_18_reduction_parcel_filter_gw,zone_19_reduction_parcel_filter_gw,zone_20_reduction_parcel_filter_gw,zone_21_reduction_parcel_filter_gw,zone_22_reduction_parcel_filter_gw,zone_23_reduction_parcel_filter_gw,zone_24_reduction_parcel_filter_gw,zone_25_reduction_parcel_filter_gw,zone_26_reduction_parcel_filter_gw,zone_27_reduction_parcel_filter_gw,zone_1_final_gw,zone_2_final_gw,zone_3_final_gw,zone_4_final_gw,zone_5_final_gw,zone_6_final_gw,zone_7_final_gw,zone_8_final_gw,zone_9_final_gw,zone_10_final_gw,zone_11_final_gw,zone_12_final_gw,zone_13_final_gw,zone_14_final_gw,zone_15_final_gw,zone_16_final_gw,zone_17_final_gw,zone_18_final_gw,zone_19_final_gw,zone_20_final_gw,zone_21_final_gw,zone_22_final_gw,zone_23_final_gw,zone_24_final_gw,zone_25_final_gw,zone_26_final_gw,zone_27_final_gw
46,bio0_whs0_land4_list500_bld500,False,False,4,500,500,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,5.9,1.2,19.9,3.5,2.4,3.7,0.0,1.1,0.6,6.8,17.6,14.1,24.2,17.1,0.2,19.4,0.9,1.7,4.8,7.6,0.0,5.6,9.1,13.2,7.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.3,0.2,0.3,0.1,0.6,0.8,0.3,4.8,0.1,0.1,0.3,0.4,0.0,0.6,0.4,0.9,0.6,41.6,3.2,10.0,2.9,12.8,3.5,3.4,1.6,5.3,13.5,14.6,11.7,7.9,4.1,23.9,19.9,10.2,84.1,1.6,2.4,6.3,6.5,0.0,8.0,5.6,13.2,8.2,0.4,0.0,0.2,0.1,0.2,0.1,0.1,0.0,0.1,0.3,0.2,0.2,0.1,0.0,0.1,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,45.1,0.3,12.6,4.6,12.0,4.2,4.1,2.1,1.2,11.8,12.4,6.4,0.9,0.3,2.0,2.4,2.2,9.4,0.0,0.1,0.4,1.3,0.0,0.7,0.3,1.0,0.1
47,bio0_whs0_land4_list500_bld750,False,False,4,500,750,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,5.9,1.2,19.9,3.5,2.4,3.7,0.0,1.1,0.6,6.8,17.6,14.1,24.2,17.1,0.2,19.4,0.9,1.7,4.8,7.6,0.0,5.6,9.1,13.2,7.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.3,0.2,0.3,0.1,0.6,0.8,0.3,4.8,0.1,0.1,0.3,0.4,0.0,0.6,0.4,0.9,0.6,58.8,3.5,15.1,4.8,17.5,5.1,5.2,2.3,6.0,19.0,20.5,14.8,8.8,4.4,25.8,21.9,11.9,90.6,1.6,2.5,6.6,7.1,0.0,8.6,6.0,14.1,8.4,0.2,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.1,7.6,2.8,7.4,2.7,2.4,1.4,0.5,6.5,6.6,3.3,0.1,0.0,0.3,0.5,0.5,3.3,0.0,0.0,0.1,0.8,0.0,0.2,0.0,0.1,0.0
48,bio0_whs0_land4_list500_bld1000,False,False,4,500,1000,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,5.9,1.2,19.9,3.5,2.4,3.7,0.0,1.1,0.6,6.8,17.6,14.1,24.2,17.1,0.2,19.4,0.9,1.7,4.8,7.6,0.0,5.6,9.1,13.2,7.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.3,0.2,0.3,0.1,0.6,0.8,0.3,4.8,0.1,0.1,0.3,0.4,0.0,0.6,0.4,0.9,0.6,68.6,3.5,18.2,6.0,20.1,6.1,6.2,2.8,6.2,21.6,23.2,16.1,8.9,4.4,26.0,22.2,12.2,92.3,1.6,2.5,6.7,7.3,0.0,8.8,6.0,14.2,8.4,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,4.6,1.6,4.8,1.7,1.4,0.9,0.3,3.9,4.0,2.1,0.0,0.0,0.1,0.2,0.2,1.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
49,bio0_whs0_land4_list500_bld1250,False,False,4,500,1250,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,5.9,1.2,19.9,3.5,2.4,3.7,0.0,1.1,0.6,6.8,17.6,14.1,24.2,17.1,0.2,19.4,0.9,1.7,4.8,7.6,0.0,5.6,9.1,13.2,7.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.3,0.2,0.3,0.1,0.6,0.8,0.3,4.8,0.1,0.1,0.3,0.4,0.0,0.6,0.4,0.9,0.6,74.9,3.5,20.1,6.7,21.8,6.8,6.8,3.1,6.4,23.1,24.7,16.8,8.9,4.4,26.0,22.3,12.3,93.1,1.6,2.5,6.7,7.5,0.0,8.8,6.0,14.3,8.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,2.7,0.9,3.1,1.0,0.8,0.5,0.2,2.4,2.5,1.4,0.0,0.0,0.0,0.1,0.1,0.9,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
50,bio0_whs0_land4_list1000_bld250,False,False,4,1000,250,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,5.9,1.2,19.9,3.5,2.4,3.7,0.0,1.1,0.6,6.8,17.6,14.1,24.2,17.1,0.2,19.4,0.9,1.7,4.8,7.6,0.0,5.6,9.1,13.2,7.6,1.1,0.1,0.1,0.0,1.0,0.1,0.1,0.1,0.7,0.9,1.4,1.5,1.4,0.8,4.1,4.6,1.8,26.4,0.4,0.3,1.6,2.4,0.0,2.9,2.2,4.9,2.6,12.3,0.8,3.3,0.7,2.9,1.0,1.0,0.5,1.3,2.7,2.8,2.5,2.1,1.2,8.2,6.2,2.2,27.4,0.6,0.8,2.1,2.2,0.0,2.6,1.9,4.2,2.8,0.8,0.1,0.3,0.1,0.3,0.1,0.1,0.1,0.2,0.4,0.4,0.3,0.2,0.1,0.5,0.5,0.2,2.4,0.1,0.2,0.3,0.2,0.0,0.2,0.2,0.5,0.5,73.2,2.6,19.2,6.9,20.8,6.6,6.4,3.0,4.5,21.7,22.8,14.1,5.3,2.4,13.9,11.9,8.6,42.6,0.7,1.3,3.1,3.5,0.0,3.8,2.2,5.7,3.0
51,bio0_whs0_land4_list1000_bld500,False,False,4,1000,500,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,5.9,1.2,19.9,3.5,2.4,3.7,0.0,1.1,0.6,6.8,17.6,14.1,24.2,17.1,0.2,19.4,0.9,1.7,4.8,7.6,0.0,5.6,9.1,13.2,7.6,1.1,0.1,0.1,0.0,1.0,0.1,0.1,0.1,0.7,0.9,1.4,1.5,1.4,0.8,4.1,4.6,1.8,26.4,0.4,0.3,1.6,2.4,0.0,2.9,2.2,4.9,2.6,40.9,3.1,9.9,2.9,12.1,3.5,3.4,1.5,4.8,12.8,13.6,10.6,6.8,3.4,20.6,16.3,8.7,63.0,1.3,2.2,5.1,4.6,0.0,5.8,3.9,9.3,6.2,0.4,0.0,0.2,0.1,0.1,0.1,0.1,0.0,0.1,0.3,0.2,0.2,0.1,0.0,0.1,0.1,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,45.1,0.3,12.6,4.6,11.9,4.2,4.1,2.0,1.2,11.7,12.2,6.3,0.8,0.3,1.9,2.2,2.1,8.9,0.0,0.1,0.4,1.3,0.0,0.7,0.3,0.9,0.1
52,bio0_whs0_land4_list1000_bld750,False,False,4,1000,750,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,5.9,1.2,19.9,3.5,2.4,3.7,0.0,1.1,0.6,6.8,17.6,14.1,24.2,17.1,0.2,19.4,0.9,1.7,4.8,7.6,0.0,5.6,9.1,13.2,7.6,1.1,0.1,0.1,0.0,1.0,0.1,0.1,0.1,0.7,0.9,1.4,1.5,1.4,0.8,4.1,4.6,1.8,26.4,0.4,0.3,1.6,2.4,0.0,2.9,2.2,4.9,2.6,58.0,3.4,15.0,4.8,16.7,5.0,5.1,2.2,5.5,18.3,19.4,13.6,7.6,3.8,22.3,18.1,10.4,69.0,1.3,2.3,5.4,5.2,0.0,6.4,4.2,10.2,6.3,0.2,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.1,7.6,2.8,7.4,2.7,2.4,1.4,0.5,6.5,6.6,3.3,0.1,0.0,0.3,0.5,0.5,3.3,0.0,0.0,0.1,0.8,0.0,0.2,0.0,0.1,0.0
53,bio0_whs0_land4_list1000_bld1000,False,False,4,1000,1000,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,5.9,1.2,19.9,3.5,2.4,3.7,0.0,1.1,0.6,6.8,17.6,14.1,24.2,17.1,0.2,19.4,0.9,1.7,4.8,7.6,0.0,5.6,9.1,13.2,7.6,1.1,0.1,0.1,0.0,1.0,0.1,0.1,0.1,0.7,0.9,1.4,1.5,1.4,0.8,4.1,4.6,1.8,26.4,0.4,0.3,1.6,2.4,0.0,2.9,2.2,4.9,2.6,67.8,3.4,18.1,5.9,19.3,6.0,6.1,2.7,5.7,20.8,22.0,14.9,7.7,3.8,22.5,18.4,10.7,70.7,1.3,2.3,5.5,5.4,0.0,6.5,4.3,10.3,6.3,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,4.6,1.6,4.8,1.7,1.4,0.9,0.3,3.9,4.0,2.1,0.0,0.0,0.1,0.2,0.2,1.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
54,bio0_whs0_land4_list1000_bld1250,False,False,4,1000,1250,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,5.9,1.2,19.9,3.5,2.4,3.7,0.0,1.1,0.6,6.8,17.6,14.1,24.2,17.1,0.2,19.4,0.9,1.7,4.8,7.6,0.0,5.6,9.1,13.2,7.6,1.1,0.1,0.1,0.0,1.0,0.1,0.1,0.1,0.7,0.9,1.4,1.5,1.4,0.8,4.1,4.6,1.8,26.4,0.4,0.3,1.6,2.4,0.0,2.9,2.2,4.9,2.6,74.1,3.4,20.0,6.6,21.0,6.7,6.7,3.1,5.8,22.4,23.5,15.6,7.7,3.8,22.6,18.5,10.8,71.5,1.3,2.3,5.5,5.6,0.0,6.5,4.3,10.3,6.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,2.7,0.9,3.1,1.0,0.8,0.5,0.2,2.4,2.5,1.4,0.0,0.0,0.0,0.1,0.1,0.9,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
55,bio0_whs0_land4_list1500_bld250,False,False,4,1500,250,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,5.9,1.2,19.9,3.5,2.4,3.7,0.0,1.1,0.6,6.8,17.6,14.1,24.2,17.1,0.2,19.4,0.9,1.7,4.8,7.6,0.0,5.6,9.1,13.2,7.6,2.5,0.3,0.3,0.1,2.2,0.3,0.2,0.2,1.5,2.3,3.3,3.4,3.1,1.7,9.4,9.9,3.8,52.0,0.8,0.7,3.0,4.7,0.0,5.2,4.2,9.1,4.9,12.0,0.7,3.3,0.7,2.6,0.9,1.0,0.5,1.1,2.4,2.5,2.1,1.6,0.9,6.2,4.2,1.6,15.8,0.4,0.6,1.5,1.2,0.0,1.5,1.0,2.3,1.8,0.8,0.1,0.3,0.1,0.3,0.1,0.1,0.1,0.2,0.4,0.4,0.3,0.2,0.1,0.4,0.4,0.1,1.7,0.0,0.1,0.2,0.1,0.0,0.1,0.1,0.3,0.3,72.2,2.4,19.0,6.8,19.9,6.5,6.3,2.9,3.9,20.6,21.3,12.7,4.2,1.8,10.7,8.8,7.2,29.3,0.4,1.1,2.4,2.3,0.0,2.6,1.1,3.6,1.9
56,bio0_whs0_land4_list1500_bld500,False,False,4,1500,500,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,5.9,1.2,19.9,3.5,2.4,3.7,0.0,1.1,0.6,6.8,17.6,14.1,24.2,17.1,0.2,19.4,0.9,1.7,4.8,7.6,0.0,5.6,9.1,13.2,7.6,2.5,0.3,0.3,0.1,2.2,0.3,0.2,0.2,1.5,2.3,3.3,3.4,3.1,1.7,9.4,9.9,3.8,52.0,0.8,0.7,3.0,4.7,0.0,5.2,4.2,9.1,4.9,39.7,2.9,9.8,2.9,11.0,3.3,3.3,1.4,4.0,11.7,12.1,8.9,5.3,2.6,15.6,11.4,6.9,38.5,0.9,1.9,3.7,2.5,0.0,3.6,2.1,5.4,4.0,0.4,0.0,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.1,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8,0.3,12.5,4.6,11.8,4.2,4.0,2.0,1.1,11.5,11.8,6.0,0.7,0.2,1.6,1.9,2.0,7.9,0.0,0.1,0.3,1.1,0.0,0.6,0.2,0.7,0.1
