combination_id,filename,biodiversity,world_heritage,landscape_level,listed_buffer_m,building_buffer_m,zone_1_baseline_gw,zone_2_baseline_gw,zone_3_baseline_gw,zone_4_baseline_gw,zone_5_baseline_gw,zone_6_baseline_gw,zone_7_baseline_gw,zone_8_baseline_gw,zone_9_baseline_gw,zone_10_baseline_gw,zone_11_baseline_gw,zone_12_baseline_gw,zone_13_baseline_gw,zone_14_baseline_gw,zone_15_baseline_gw,zone_16_baseline_gw,zone_17_baseline_gw,zone_18_baseline_gw,zone_19_baseline_gw,zone_20_baseline_gw,zone_21_baseline_gw,zone_22_baseline_gw,zone_23_baseline_gw,zone_24_baseline_gw,zone_25_baseline_gw,zone_26_baseline_gw,zone_27_baseline_gw,zone_1_reduction_biodiversity_gw,zone_2_reduction_biodiversity_gw,zone_3_reduction_biodiversity_gw,zone_4_reduction_biodiversity_gw,zone_5_reduction_biodiversity_gw,zone_6_reduction_biodiversity_gw,zone_7_reduction_biodiversity_gw,zone_8_reduction_biodiversity_gw,zone_9_reduction_biodiversity_gw,zone_10_reduction_biodiversity_gw,zone_11_reduction_biodiversity_gw,zone_12_reduction_biodiversity_gw,zone_13_reduction_biodiversity_gw,zone_14_reduction_biodiversity_gw,zone_15_reduction_biodiversity_gw,zone_16_reduction_biodiversity_gw,zone_17_reduction_biodiversity_gw,zone_18_reduction_biodiversity_gw,zone_19_reduction_biodiversity_gw,zone_20_reduction_biodiversity_gw,zone_21_reduction_biodiversity_gw,zone_22_reduction_biodiversity_gw,zone_23_reduction_biodiversity_gw,zone_24_reduction_biodiversity_gw,zone_25_reduction_biodiversity_gw,zone_26_reduction_biodiversity_gw,zone_27_reduction_biodiversity_gw,zone_1_reduction_world_heritage_gw,zone_2_reduction_world_heritage_gw,zone_3_reduction_world_heritage_gw,zone_4_reduction_world_heritage_gw,zone_5_reduction_world_heritage_gw,zone_6_reduction_world_heritage_gw,zone_7_reduction_world_heritage_gw,zone_8_reduction_world_heritage_gw,zone_9_reduction_world_heritage_gw,zone_10_reduction_world_heritage_gw,zone_11_reduction_world_heritage_gw,zone_12_reduction_world_heritage_gw,zone_13_reduction_world_heritage_gw,zone_14_reduction_world_heritage_gw,zone_15_reduction_world_heritage_gw,zone_16_reduction_world_heritage_gw,zone_17_reduction_world_heritage_gw,zone_18_reduction_world_heritage_gw,zone_19_reduction_world_heritage_gw,zone_20_reduction_world_heritage_gw,zone_21_reduction_world_heritage_gw,zone_22_reduction_world_heritage_gw,zone_23_reduction_world_heritage_gw,zone_24_reduction_world_heritage_gw,zone_25_reduction_world_heritage_gw,zone_26_reduction_world_heritage_gw,zone_27_reduction_world_heritage_gw,zone_1_reduction_landscape_gw,zone_2_reduction_landscape_gw,zone_3_reduction_landscape_gw,zone_4_reduction_landscape_gw,zone_5_reduction_landscape_gw,zone_6_reduction_landscape_gw,zone_7_reduction_landscape_gw,zone_8_reduction_landscape_gw,zone_9_reduction_landscape_gw,zone_10_reduction_landscape_gw,zone_11_reduction_landscape_gw,zone_12_reduction_landscape_gw,zone_13_reduction_landscape_gw,zone_14_reduction_landscape_gw,zone_15_reduction_landscape_gw,zone_16_reduction_landscape_gw,zone_17_reduction_landscape_gw,zone_18_reduction_landscape_gw,zone_19_reduction_landscape_gw,zone_20_reduction_landscape_gw,zone_21_reduction_landscape_gw,zone_22_reduction_landscape_gw,zone_23_reduction_landscape_gw,zone_24_reduction_landscape_gw,zone_25_reduction_landscape_gw,zone_26_reduction_landscape_gw,zone_27_reduction_landscape_gw,zone_1_reduction_listed_gw,zone_2_reduction_listed_gw,zone_3_reduction_listed_gw,zone_4_reduction_listed_gw,zone_5_reduction_listed_gw,zone_6_reduction_listed_gw,zone_7_reduction_listed_gw,zone_8_reduction_listed_gw,zone_9_reduction_listed_gw,zone_10_reduction_listed_gw,zone_11_reduction_listed_gw,zone_12_reduction_listed_gw,zone_13_reduction_listed_gw,zone_14_reduction_listed_gw,zone_15_reduction_listed_gw,zone_16_reduction_listed_gw,zone_17_reduction_listed_gw,zone_18_reduction_listed_gw,zone_19_reduction_listed_gw,zone_20_reduction_listed_gw,zone_21_reduction_listed_gw,zone_22_reduction_listed_gw,zone_23_reduction_listed_gw,zone_24_reduction_listed_gw,zone_25_reduction_listed_gw,zone_26_reduction_listed_gw,zone_27_reduction_listed_gw,zone_1_reduction_building_gw,zone_2_reduction_building_gw,zone_3_reduction_building_gw,zone_4_reduction_building_gw,zone_5_reduction_building_gw,zone_6_reduction_building_gw,zone_7_reduction_building_gw,zone_8_reduction_building_gw,zone_9_reduction_building_gw,zone_10_reduction_building_gw,zone_11_reduction_building_gw,zone_12_reduction_building_gw,zone_13_reduction_building_gw,zone_14_reduction_building_gw,zone_15_reduction_building_gw,zone_16_reduction_building_gw,zone_17_reduction_building_gw,zone_18_reduction_building_gw,zone_19_reduction_building_gw,zone_20_reduction_building_gw,zone_21_reduction_building_gw,zone_22_reduction_building_gw,zone_23_reduction_building_gw,zone_24_reduction_building_gw,zone_25_reduction_building_gw,zone_26_reduction_building_gw,zone_27_reduction_building_gw,zone_1_reduction_parcel_filter_gw,zone_2_reduction_parcel_filter_gw,zone_3_reduction_parcel_filter_gw,zone_4_reduction_parcel_filter_gw,zone_5_reduction_parcel_filter_gw,zone_6_reduction_parcel_filter_gw,zone_7_reduction_parcel_filter_gw,zone_8_reduction_parcel_filter_gw,zone_9_reduction_parcel_filter_gw,zone_10_reduction_parcel_filter_gw,zone_11_reduction_parcel_filter_gw,zone_12_reduction_parcel_filter_gw,zone_13_reduction_parcel_filter_gw,zone_14_reduction_parcel_filter_gw,zone_15_reduction_parcel_filter_gw,zone_16_reduction_parcel_filter_gw,zone_17_reduction_parcel_filter_gw,zone_18_reduction_parcel_filter_gw,zone_19_reduction_parcel_filter_gw,zone_20_reduction_parcel_filter_gw,zone_21_reduction_parcel_filter_gw,zone_22_reduction_parcel_filter_gw,zone_23_reduction_parcel_filter_gw,zone_24_reduction_parcel_filter_gw,zone_25_reduction_parcel_filter_gw,zone_26_reduction_parcel_filter_gw,zone_27_reduction_parcel_filter_gw,zone_1_final_gw,zone_2_final_gw,zone_3_final_gw,zone_4_final_gw,zone_5_final_gw,zone_6_final_gw,zone_7_final_gw,zone_8_final_gw,zone_9_final_gw,zone_10_final_gw,zone_11_final_gw,zone_12_final_gw,zone_13_final_gw,zone_14_final_gw,zone_15_final_gw,zone_16_final_gw,zone_17_final_gw,zone_18_final_gw,zone_19_final_gw,zone_20_final_gw,zone_21_final_gw,zone_22_final_gw,zone_23_final_gw,zone_24_final_gw,zone_25_final_gw,zone_26_final_gw,zone_27_final_gw
180,bio1_whs1_land1_list500_bld250,True,True,1,500,250,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,49.9,0.7,8.5,2.1,21.3,2.1,4.6,3.6,1.2,8.4,3.5,6.0,14.1,5.5,16.8,9.3,1.9,17.1,1.2,0.8,2.7,2.6,0.0,5.1,1.2,6.7,3.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.3,0.2,0.9,1.1,0.3,5.2,0.1,0.1,0.4,0.8,0.0,0.9,1.0,1.3,0.8,9.3,0.6,2.9,0.5,2.8,1.1,0.5,0.4,1.2,2.2,2.8,2.6,3.1,2.0,12.2,10.9,2.5,40.5,0.6,1.2,2.8,4.7,0.0,4.4,5.6,7.4,4.7,0.8,0.1,0.3,0.0,0.4,0.1,0.1,0.1,0.2,0.4,0.5,0.4,0.3,0.2,0.8,0.9,0.2,3.3,0.1,0.2,0.4,0.5,0.0,0.4,0.7,0.9,0.8,48.0,2.2,17.1,6.0,20.4,7.9,4.7,3.3,4.0,15.7,21.0,15.0,8.2,5.9,20.3,18.1,8.1,52.0,0.6,2.0,5.4,7.2,0.0,4.2,7.1,12.1,6.9
181,bio1_whs1_land1_list500_bld500,True,True,1,500,500,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,49.9,0.7,8.5,2.1,21.3,2.1,4.6,3.6,1.2,8.4,3.5,6.0,14.1,5.5,16.8,9.3,1.9,17.1,1.2,0.8,2.7,2.6,0.0,5.1,1.2,6.7,3.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.3,0.2,0.9,1.1,0.3,5.2,0.1,0.1,0.4,0.8,0.0,0.9,1.0,1.3,0.8,30.9,2.7,9.0,2.5,11.5,3.8,2.1,1.4,4.3,10.8,13.6,11.2,9.9,6.2,29.7,26.6,9.2,88.8,1.3,3.2,7.1,11.1,0.0,8.8,12.2,18.2,11.2,0.4,0.0,0.2,0.0,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.5,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.2,0.1,26.8,0.2,11.1,4.1,11.8,5.2,3.2,2.4,1.1,7.3,10.4,6.6,1.6,1.8,3.3,3.1,1.5,6.5,0.1,0.1,1.5,1.2,0.0,0.2,1.1,2.0,1.0
182,bio1_whs1_land1_list500_bld750,True,True,1,500,750,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,49.9,0.7,8.5,2.1,21.3,2.1,4.6,3.6,1.2,8.4,3.5,6.0,14.1,5.5,16.8,9.3,1.9,17.1,1.2,0.8,2.7,2.6,0.0,5.1,1.2,6.7,3.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.3,0.2,0.9,1.1,0.3,5.2,0.1,0.1,0.4,0.8,0.0,0.9,1.0,1.3,0.8,42.5,2.9,13.5,4.1,16.0,5.7,3.4,2.1,4.9,14.6,19.0,14.6,11.2,7.4,32.6,29.3,10.6,94.3,1.3,3.4,8.0,12.2,0.0,9.0,13.2,20.1,11.9,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,6.6,2.5,7.4,3.4,2.0,1.7,0.5,3.6,5.2,3.3,0.4,0.7,0.6,0.6,0.1,1.5,0.0,0.0,0.7,0.2,0.0,0.0,0.2,0.2,0.5
183,bio1_whs1_land1_list500_bld1000,True,True,1,500,1000,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,49.9,0.7,8.5,2.1,21.3,2.1,4.6,3.6,1.2,8.4,3.5,6.0,14.1,5.5,16.8,9.3,1.9,17.1,1.2,0.8,2.7,2.6,0.0,5.1,1.2,6.7,3.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.3,0.2,0.9,1.1,0.3,5.2,0.1,0.1,0.4,0.8,0.0,0.9,1.0,1.3,0.8,48.7,2.9,16.2,5.2,18.7,7.0,4.1,2.6,5.1,16.2,21.3,16.1,11.4,7.7,33.1,29.7,10.7,95.1,1.3,3.4,8.3,12.4,0.0,9.0,13.3,20.3,12.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,3.9,1.4,4.8,2.1,1.2,1.2,0.3,2.0,2.9,1.8,0.2,0.3,0.2,0.2,0.0,0.7,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2
184,bio1_whs1_land1_list500_bld1250,True,True,1,500,1250,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,49.9,0.7,8.5,2.1,21.3,2.1,4.6,3.6,1.2,8.4,3.5,6.0,14.1,5.5,16.8,9.3,1.9,17.1,1.2,0.8,2.7,2.6,0.0,5.1,1.2,6.7,3.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.3,0.2,0.9,1.1,0.3,5.2,0.1,0.1,0.4,0.8,0.0,0.9,1.0,1.3,0.8,52.4,2.9,17.9,5.8,20.4,7.8,4.6,3.0,5.2,17.1,22.6,16.9,11.5,7.9,33.2,29.8,10.7,95.5,1.3,3.4,8.4,12.4,0.0,9.0,13.4,20.4,12.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,2.3,0.8,3.0,1.3,0.7,0.8,0.2,1.2,1.7,1.0,0.1,0.1,0.1,0.1,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1
185,bio1_whs1_land1_list1000_bld250,True,True,1,1000,250,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,49.9,0.7,8.5,2.1,21.3,2.1,4.6,3.6,1.2,8.4,3.5,6.0,14.1,5.5,16.8,9.3,1.9,17.1,1.2,0.8,2.7,2.6,0.0,5.1,1.2,6.7,3.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.0,0.9,0.1,0.0,0.1,0.5,0.8,1.3,1.3,1.7,1.3,5.2,6.4,1.8,28.6,0.3,0.4,1.7,4.2,0.0,4.1,4.8,6.9,3.6,9.2,0.6,2.9,0.5,2.6,1.1,0.5,0.4,1.1,2.1,2.6,2.4,2.6,1.7,10.4,8.6,1.9,29.2,0.5,1.0,2.3,3.2,0.0,2.9,3.8,4.9,3.5,0.7,0.1,0.3,0.0,0.3,0.1,0.1,0.1,0.2,0.4,0.4,0.3,0.3,0.2,0.7,0.8,0.1,2.7,0.0,0.2,0.3,0.4,0.0,0.3,0.5,0.7,0.6,47.5,2.1,17.0,6.0,19.8,7.9,4.7,3.3,3.7,15.2,20.1,14.2,7.2,5.2,17.9,15.2,7.2,40.6,0.5,1.8,4.7,5.4,0.0,2.7,5.2,9.1,5.4
186,bio1_whs1_land1_list1000_bld500,True,True,1,1000,500,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,49.9,0.7,8.5,2.1,21.3,2.1,4.6,3.6,1.2,8.4,3.5,6.0,14.1,5.5,16.8,9.3,1.9,17.1,1.2,0.8,2.7,2.6,0.0,5.1,1.2,6.7,3.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.0,0.9,0.1,0.0,0.1,0.5,0.8,1.3,1.3,1.7,1.3,5.2,6.4,1.8,28.6,0.3,0.4,1.7,4.2,0.0,4.1,4.8,6.9,3.6,30.4,2.6,8.9,2.5,10.9,3.7,2.1,1.3,3.9,10.2,12.7,10.2,8.6,5.3,25.6,21.6,7.8,65.9,1.0,2.9,5.8,7.9,0.0,5.7,8.5,12.8,8.5,0.4,0.0,0.2,0.0,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.0,0.2,0.2,0.1,0.5,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,26.7,0.2,11.1,4.1,11.7,5.2,3.2,2.3,1.0,7.2,10.3,6.5,1.5,1.7,3.1,2.8,1.4,6.1,0.1,0.1,1.4,1.0,0.0,0.2,0.9,1.8,1.0
187,bio1_whs1_land1_list1000_bld750,True,True,1,1000,750,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,49.9,0.7,8.5,2.1,21.3,2.1,4.6,3.6,1.2,8.4,3.5,6.0,14.1,5.5,16.8,9.3,1.9,17.1,1.2,0.8,2.7,2.6,0.0,5.1,1.2,6.7,3.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.0,0.9,0.1,0.0,0.1,0.5,0.8,1.3,1.3,1.7,1.3,5.2,6.4,1.8,28.6,0.3,0.4,1.7,4.2,0.0,4.1,4.8,6.9,3.6,41.9,2.8,13.4,4.1,15.3,5.6,3.3,2.0,4.5,14.0,18.0,13.6,9.8,6.3,28.3,24.0,9.1,70.9,1.1,3.0,6.6,8.8,0.0,5.8,9.4,14.5,9.1,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,6.6,2.5,7.4,3.4,2.0,1.7,0.5,3.6,5.2,3.3,0.4,0.7,0.6,0.6,0.1,1.5,0.0,0.0,0.7,0.2,0.0,0.0,0.2,0.2,0.5
188,bio1_whs1_land1_list1000_bld1000,True,True,1,1000,1000,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,49.9,0.7,8.5,2.1,21.3,2.1,4.6,3.6,1.2,8.4,3.5,6.0,14.1,5.5,16.8,9.3,1.9,17.1,1.2,0.8,2.7,2.6,0.0,5.1,1.2,6.7,3.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.0,0.9,0.1,0.0,0.1,0.5,0.8,1.3,1.3,1.7,1.3,5.2,6.4,1.8,28.6,0.3,0.4,1.7,4.2,0.0,4.1,4.8,6.9,3.6,48.1,2.8,16.1,5.1,18.0,6.9,4.1,2.5,4.7,15.6,20.2,15.0,10.0,6.7,28.7,24.4,9.2,71.7,1.1,3.0,6.9,8.9,0.0,5.8,9.5,14.7,9.3,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,3.9,1.4,4.8,2.1,1.2,1.2,0.3,2.0,2.9,1.8,0.2,0.3,0.2,0.2,0.0,0.7,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2
189,bio1_whs1_land1_list1000_bld1250,True,True,1,1000,1250,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,49.9,0.7,8.5,2.1,21.3,2.1,4.6,3.6,1.2,8.4,3.5,6.0,14.1,5.5,16.8,9.3,1.9,17.1,1.2,0.8,2.7,2.6,0.0,5.1,1.2,6.7,3.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.1,0.0,0.9,0.1,0.0,0.1,0.5,0.8,1.3,1.3,1.7,1.3,5.2,6.4,1.8,28.6,0.3,0.4,1.7,4.2,0.0,4.1,4.8,6.9,3.6,51.7,2.8,17.8,5.7,19.7,7.7,4.6,2.9,4.8,16.4,21.5,15.8,10.1,6.9,28.9,24.5,9.2,72.1,1.1,3.0,7.1,9.0,0.0,5.8,9.5,14.7,9.4,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,2.3,0.8,3.0,1.3,0.7,0.8,0.2,1.2,1.7,1.0,0.1,0.1,0.1,0.1,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1
190,bio1_whs1_land1_list1500_bld250,True,True,1,1500,250,109.6,3.6,28.8,8.8,45.0,11.3,10.0,7.4,6.6,26.8,28.1,25.2,26.8,18.7,50.9,40.3,12.9,118.2,2.6,4.3,11.9,15.9,0.0,15.1,15.5,28.4,16.5,49.9,0.7,8.5,2.1,21.3,2.1,4.6,3.6,1.2,8.4,3.5,6.0,14.1,5.5,16.8,9.3,1.9,17.1,1.2,0.8,2.7,2.6,0.0,5.1,1.2,6.7,3.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.2,0.3,0.1,2.1,0.3,0.1,0.2,1.0,2.0,3.1,3.1,3.7,2.6,11.7,13.8,3.7,56.3,0.6,0.9,3.3,8.3,0.0,7.1,9.2,13.0,6.6,9.0,0.6,2.9,0.5,2.3,1.0,0.5,0.4,0.9,1.9,2.3,2.0,2.1,1.3,7.8,5.7,1.4,16.6,0.3,0.8,1.6,1.6,0.0,1.4,2.0,2.6,2.3,0.7,0.1,0.2,0.0,0.3,0.1,0.1,0.1,0.2,0.4,0.4,0.3,0.2,0.2,0.5,0.5,0.1,1.9,0.0,0.2,0.3,0.2,0.0,0.2,0.3,0.4,0.4,46.7,2.0,16.8,6.0,18.9,7.7,4.6,3.1,3.3,14.2,18.7,12.8,5.9,4.3,14.1,11.0,5.9,26.2,0.4,1.6,3.9,3.1,0.0,1.3,2.9,5.7,3.8
