combination_id,filename,biodiversity,world_heritage,landscape_level,listed_buffer_m,building_buffer_m,zone_1_ha,zone_2_ha,zone_3_ha,zone_4_ha,zone_5_ha,zone_6_ha,zone_7_ha,zone_8_ha,zone_9_ha,zone_10_ha,zone_11_ha,zone_12_ha,zone_13_ha,zone_14_ha,zone_15_ha,zone_16_ha,zone_17_ha,zone_18_ha,zone_19_ha,zone_20_ha,zone_21_ha,zone_22_ha,zone_23_ha,zone_24_ha,zone_25_ha,zone_26_ha,zone_27_ha
80,bio0_whs1_land2_list1000_bld250,False,True,2,1000,250,700326.0,25748.7,239732.0,78411.4,220311.2,81106.4,83724.1,38459.1,44618.6,226643.7,231560.3,145523.6,169537.8,50086.0,194676.4,150271.8,87179.4,484162.1,8076.0,13311.4,33333.0,71009.1,72.8,53668.8,45041.9,97040.0,44782.4
81,bio0_whs1_land2_list1000_bld500,False,True,2,1000,500,403133.0,3437.1,155807.6,52325.8,128069.5,51119.5,51920.7,25138.6,11690.7,123116.4,124336.5,63966.5,62769.2,16370.6,35099.4,28425.5,22047.5,97864.0,732.9,655.6,4297.5,21637.8,0.0,7866.6,6746.7,19730.3,2808.9
82,bio0_whs1_land2_list1000_bld750,False,True,2,1000,750,234892.7,646.4,92765.3,30865.6,80023.0,32163.1,29440.7,16397.9,4898.4,67667.6,66943.8,33342.1,24405.7,6778.6,8276.4,6127.6,5107.8,34921.8,50.1,36.4,874.1,9378.0,0.0,1593.4,937.8,3072.9,309.6
83,bio0_whs1_land2_list1000_bld1000,False,True,2,1000,1000,143452.2,241.3,54574.8,17822.8,51811.4,19775.8,16775.8,10393.2,2918.1,40780.8,40703.4,21114.3,11203.6,3282.3,2963.6,2185.2,2153.3,17458.6,0.0,9.1,273.1,5558.5,0.0,473.5,113.8,614.6,59.2
84,bio0_whs1_land2_list1000_bld1250,False,True,2,1000,1250,88322.1,59.2,31275.3,10115.5,33665.4,12036.7,9541.9,5977.4,1579.7,24865.5,25334.4,13898.6,5312.7,1711.7,978.8,910.5,1156.3,9259.7,0.0,0.0,100.2,3573.7,0.0,159.3,9.1,154.8,9.1
85,bio0_whs1_land2_list1500_bld250,False,True,2,1500,250,689527.6,24428.4,237423.9,77860.5,210728.3,79453.9,82563.2,37275.5,38782.3,215526.6,216082.0,130960.3,152270.3,42856.8,154578.4,108935.6,73522.1,329142.1,5686.0,11312.8,25352.6,44381.8,63.7,33633.5,24355.6,59728.1,29622.8
86,bio0_whs1_land2_list1500_bld500,False,True,2,1500,500,400947.8,3318.7,154519.2,52084.6,126498.9,50819.0,51233.3,24606.0,10903.1,120312.1,120212.0,61298.7,60306.3,15683.2,31302.6,23021.7,20354.0,85235.5,605.5,564.5,3610.1,16885.0,0.0,6642.0,4356.7,14458.6,2212.5
87,bio0_whs1_land2_list1500_bld750,False,True,2,1500,750,234387.4,646.4,92346.4,30788.2,79563.2,32049.2,29017.3,16152.1,4834.7,66943.8,66024.2,32845.9,24164.4,6746.7,8162.5,5654.1,5007.7,33947.6,36.4,22.8,755.7,8604.1,0.0,1575.1,737.5,2563.0,264.0
88,bio0_whs1_land2_list1500_bld1000,False,True,2,1500,1000,143329.3,241.3,54456.4,17809.2,51583.8,19757.6,16593.7,10293.1,2918.1,40594.2,40430.3,20954.9,11167.2,3282.3,2963.6,2098.7,2135.1,17294.8,0.0,9.1,232.2,5349.1,0.0,473.5,113.8,532.6,59.2
89,bio0_whs1_land2_list1500_bld1250,False,True,2,1500,1250,88317.5,59.2,31252.6,10115.5,33592.5,12032.1,9505.5,5959.2,1579.7,24842.7,25293.4,13866.8,5308.2,1711.7,978.8,892.3,1147.2,9246.0,0.0,0.0,72.8,3564.6,0.0,159.3,9.1,150.2,9.1
90,bio0_whs1_land3_list500_bld250,False,True,3,500,250,592574.1,26481.6,192705.2,68892.2,214324.8,67166.8,64886.1,30770.0,48501.8,222883.4,236964.1,146825.6,75438.6,28302.6,190947.9,156572.4,95373.8,560411.0,7893.9,14677.1,36346.8,47773.4,72.8,62008.9,39110.1,75652.6,39925.0
91,bio0_whs1_land3_list500_bld500,False,True,3,500,500,345735.7,3478.1,126426.1,46412.2,119706.6,42073.7,41040.3,20599.8,12027.6,118459.3,123908.6,63456.6,9837.8,3405.2,25115.9,25334.4,21897.3,95492.2,464.3,705.6,3610.1,13393.3,0.0,8016.9,3906.0,9951.7,1106.2
92,bio0_whs1_land3_list500_bld750,False,True,3,500,750,207122.8,646.4,76453.8,27587.8,73963.6,26704.7,23945.9,13652.8,4907.5,64772.2,65769.2,33087.2,619.1,218.5,3933.3,5503.9,4871.1,33446.8,0.0,36.4,528.1,7629.9,0.0,1607.0,359.6,1288.3,18.2
93,bio0_whs1_land3_list500_bld1000,False,True,3,500,1000,129011.9,241.3,45993.4,16106.6,47727.9,16630.1,13994.2,8918.2,2918.1,39173.8,39879.5,20854.8,68.3,0.0,1165.4,2107.8,2075.9,16971.5,0.0,9.1,86.5,5121.5,0.0,473.5,13.7,295.9,9.1
94,bio0_whs1_land3_list500_bld1250,False,True,3,500,1250,80391.7,59.2,26891.3,9314.3,30970.3,10347.7,8021.4,5117.0,1579.7,24014.2,24824.5,13657.3,9.1,0.0,305.0,869.5,1129.0,9063.9,0.0,0.0,18.2,3478.1,0.0,159.3,0.0,68.3,0.0
95,bio0_whs1_land3_list1000_bld250,False,True,3,1000,250,586487.5,25748.7,191872.1,68691.9,208479.4,66484.0,64471.8,30228.3,44618.6,217138.2,228150.5,138490.1,65063.6,24032.4,167420.9,131948.2,85613.4,447915.5,6387.1,13311.4,30328.4,37229.9,72.8,46557.9,27464.9,57060.4,30005.2
96,bio0_whs1_land3_list1000_bld500,False,True,3,1000,500,345007.4,3437.1,126193.9,46343.9,119096.6,41996.3,40899.2,20463.3,11690.7,117412.2,122260.6,62414.1,8872.7,3022.8,23677.3,23672.7,21246.3,90557.3,427.9,655.6,3541.8,12742.3,0.0,7420.5,3282.3,9159.5,810.3
97,bio0_whs1_land3_list1000_bld750,False,True,3,1000,750,207072.7,646.4,76426.5,27587.8,73904.5,26704.7,23927.7,13639.1,4898.4,64663.0,65637.2,32968.8,600.9,209.4,3910.6,5476.6,4862.0,33323.9,0.0,36.4,528.1,7570.7,0.0,1593.4,346.0,1283.8,18.2
98,bio0_whs1_land3_list1000_bld1000,False,True,3,1000,1000,129011.9,241.3,45993.4,16106.6,47727.9,16630.1,13994.2,8918.2,2918.1,39173.8,39879.5,20850.2,68.3,0.0,1165.4,2107.8,2075.9,16962.4,0.0,9.1,86.5,5121.5,0.0,473.5,13.7,295.9,9.1
99,bio0_whs1_land3_list1000_bld1250,False,True,3,1000,1250,80391.7,59.2,26891.3,9314.3,30970.3,10347.7,8021.4,5117.0,1579.7,24014.2,24824.5,13657.3,9.1,0.0,305.0,869.5,1129.0,9063.9,0.0,0.0,18.2,3478.1,0.0,159.3,0.0,68.3,0.0
100,bio0_whs1_land3_list1500_bld250,False,True,3,1500,250,576121.5,24428.4,190123.9,68141.1,199014.9,64890.6,63447.5,29076.5,38782.3,206266.9,213154.8,124973.8,51242.4,18287.2,129653.8,96024.8,72092.6,305282.7,4425.0,11312.8,23313.1,23663.6,63.7,30692.6,13944.2,35950.7,18851.7
101,bio0_whs1_land3_list1500_bld500,False,True,3,1500,500,342958.8,3318.7,125178.7,46102.7,117544.2,41746.0,40325.6,19944.3,10903.1,114717.2,118295.4,59864.7,7588.9,2462.9,20272.1,19684.8,19589.2,79599.6,359.6,564.5,3054.7,10857.6,0.0,6459.9,1971.2,7010.8,560.0
102,bio0_whs1_land3_list1500_bld750,False,True,3,1500,750,206590.1,646.4,76044.1,27510.4,73458.3,26627.3,23577.1,13397.9,4834.7,63952.8,64744.9,32472.6,546.3,177.5,3810.4,5212.6,4761.9,32531.8,0.0,22.8,500.8,7192.9,0.0,1575.1,254.9,1133.6,18.2
103,bio0_whs1_land3_list1500_bld1000,False,True,3,1500,1000,128888.9,241.3,45884.1,16092.9,47500.3,16616.4,13857.7,8818.1,2918.1,38987.2,39606.3,20690.9,54.6,0.0,1165.4,2044.0,2057.7,16807.6,0.0,9.1,86.5,5003.1,0.0,473.5,13.7,273.1,9.1
104,bio0_whs1_land3_list1500_bld1250,False,True,3,1500,1250,80387.1,59.2,26873.1,9314.3,30897.5,10347.7,7985.0,5098.7,1579.7,23991.4,24783.5,13625.5,9.1,0.0,305.0,851.3,1119.9,9050.3,0.0,0.0,18.2,3469.0,0.0,159.3,0.0,68.3,0.0
105,bio0_whs1_land4_list500_bld250,False,True,4,500,250,592574.1,26481.6,192705.2,68892.2,214324.8,67166.8,64886.1,30770.0,48501.8,222883.4,236964.1,146825.6,59336.6,28211.5,158643.7,139955.9,95373.8,531298.1,7893.9,14677.1,36346.8,44272.6,50.1,48920.6,29732.0,74127.5,39925.0
106,bio0_whs1_land4_list500_bld500,False,True,4,500,500,345735.7,3478.1,126426.1,46412.2,119706.6,42073.7,41040.3,20599.8,12027.6,118459.3,123908.6,63456.6,8203.5,3405.2,19835.0,23923.1,21897.3,94299.4,464.3,705.6,3610.1,13265.8,0.0,7466.0,3323.3,9901.6,1106.2
107,bio0_whs1_land4_list500_bld750,False,True,4,500,750,207122.8,646.4,76453.8,27587.8,73963.6,26704.7,23945.9,13652.8,4907.5,64772.2,65769.2,33087.2,587.3,218.5,2781.5,5235.3,4871.1,33396.8,0.0,36.4,528.1,7629.9,0.0,1607.0,332.3,1288.3,18.2
108,bio0_whs1_land4_list500_bld1000,False,True,4,500,1000,129011.9,241.3,45993.4,16106.6,47727.9,16630.1,13994.2,8918.2,2918.1,39173.8,39879.5,20854.8,68.3,0.0,851.3,2021.3,2075.9,16971.5,0.0,9.1,86.5,5121.5,0.0,473.5,13.7,295.9,9.1
109,bio0_whs1_land4_list500_bld1250,False,True,4,500,1250,80391.7,59.2,26891.3,9314.3,30970.3,10347.7,8021.4,5117.0,1579.7,24014.2,24824.5,13657.3,9.1,0.0,286.8,860.4,1129.0,9063.9,0.0,0.0,18.2,3478.1,0.0,159.3,0.0,68.3,0.0
110,bio0_whs1_land4_list1000_bld250,False,True,4,1000,250,586487.5,25748.7,191872.1,68691.9,208479.4,66484.0,64471.8,30228.3,44618.6,217138.2,228150.5,138490.1,51165.0,23950.4,138804.2,119178.6,85613.4,426081.9,6387.1,13311.4,30328.4,34994.7,50.1,37662.4,21519.4,55963.3,30005.2
111,bio0_whs1_land4_list1000_bld500,False,True,4,1000,500,345007.4,3437.1,126193.9,46343.9,119096.6,41996.3,40899.2,20463.3,11690.7,117412.2,122260.6,62414.1,7397.7,3022.8,18624.1,22411.7,21246.3,89446.5,427.9,655.6,3541.8,12651.3,0.0,6969.8,2795.2,9127.7,810.3
112,bio0_whs1_land4_list1000_bld750,False,True,4,1000,750,207072.7,646.4,76426.5,27587.8,73904.5,26704.7,23927.7,13639.1,4898.4,64663.0,65637.2,32968.8,569.1,209.4,2763.3,5208.0,4862.0,33273.9,0.0,36.4,528.1,7570.7,0.0,1593.4,318.7,1283.8,18.2
113,bio0_whs1_land4_list1000_bld1000,False,True,4,1000,1000,129011.9,241.3,45993.4,16106.6,47727.9,16630.1,13994.2,8918.2,2918.1,39173.8,39879.5,20850.2,68.3,0.0,851.3,2021.3,2075.9,16962.4,0.0,9.1,86.5,5121.5,0.0,473.5,13.7,295.9,9.1
114,bio0_whs1_land4_list1000_bld1250,False,True,4,1000,1250,80391.7,59.2,26891.3,9314.3,30970.3,10347.7,8021.4,5117.0,1579.7,24014.2,24824.5,13657.3,9.1,0.0,286.8,860.4,1129.0,9063.9,0.0,0.0,18.2,3478.1,0.0,159.3,0.0,68.3,0.0
115,bio0_whs1_land4_list1500_bld250,False,True,4,1500,250,576121.5,24428.4,190123.9,68141.1,199014.9,64890.6,63447.5,29076.5,38782.3,206266.9,213154.8,124973.8,40444.0,18246.2,106568.3,87762.1,72092.6,293282.4,4425.0,11312.8,23313.1,22967.1,50.1,26167.5,11340.2,35190.4,18851.7
116,bio0_whs1_land4_list1500_bld500,False,True,4,1500,500,342958.8,3318.7,125178.7,46102.7,117544.2,41746.0,40325.6,19944.3,10903.1,114717.2,118295.4,59864.7,6337.0,2462.9,15665.0,18637.7,19589.2,78966.8,359.6,564.5,3054.7,10812.1,0.0,6186.8,1748.1,7001.7,560.0
117,bio0_whs1_land4_list1500_bld750,False,True,4,1500,750,206590.1,646.4,76044.1,27510.4,73458.3,26627.3,23577.1,13397.9,4834.7,63952.8,64744.9,32472.6,514.4,177.5,2690.5,4944.0,4761.9,32481.7,0.0,22.8,500.8,7192.9,0.0,1575.1,232.2,1133.6,18.2
118,bio0_whs1_land4_list1500_bld1000,False,True,4,1500,1000,128888.9,241.3,45884.1,16092.9,47500.3,16616.4,13857.7,8818.1,2918.1,38987.2,39606.3,20690.9,54.6,0.0,851.3,1957.6,2057.7,16807.6,0.0,9.1,86.5,5003.1,0.0,473.5,13.7,273.1,9.1
119,bio0_whs1_land4_list1500_bld1250,False,True,4,1500,1250,80387.1,59.2,26873.1,9314.3,30897.5,10347.7,7985.0,5098.7,1579.7,23991.4,24783.5,13625.5,9.1,0.0,286.8,842.2,1119.9,9050.3,0.0,0.0,18.2,3469.0,0.0,159.3,0.0,68.3,0.0
120,bio1_whs0_land1_list500_bld250,True,False,1,500,250,493831.5,21537.6,170502.9,60283.5,203813.1,79321.9,47254.4,33187.4,40098.0,156959.3,209895.2,157665.0,87848.6,97900.4,202811.6,180909.8,81120.1,520085.4,6523.7,20235.6,54360.8,72889.3,72.8,41550.2,71437.0,121878.2,69001.5
121,bio1_whs0_land1_list500_bld500,True,False,1,500,500,280303.4,2126.0,110802.1,40876.4,118017.7,52193.8,31839.8,23563.5,10602.7,72984.9,104465.0,68018.1,17435.9,39829.4,33328.5,31056.8,14790.9,65450.6,505.3,1256.5,14745.4,12168.7,0.0,2185.2,10730.1,20026.2,10461.5
122,bio1_whs0_land1_list500_bld750,True,False,1,500,750,165085.5,159.3,66101.6,24560.5,74004.6,33829.2,19593.7,16921.5,4661.7,35855.1,51747.7,33314.8,4293.0,18728.8,6459.9,5690.6,1352.1,15455.6,31.9,9.1,6874.2,2167.0,0.0,104.7,1670.7,2376.4,4511.5
123,bio1_whs0_land1_list500_bld1000,True,False,1,500,1000,102398.2,9.1,39082.8,14435.8,47696.0,21314.6,12036.7,11877.3,2845.3,20381.3,29408.8,18555.8,1893.8,9232.4,1884.7,1638.9,168.4,6992.6,0.0,0.0,3837.7,541.7,0.0,9.1,396.1,214.0,2385.5
124,bio1_whs0_land1_list500_bld1250,True,False,1,500,1250,64417.2,0.0,22571.0,8349.2,30483.2,13111.1,7179.2,7766.5,1566.0,12045.8,17076.2,10538.9,924.1,4711.8,550.8,591.8,22.8,3865.0,0.0,0.0,2212.5,127.5,0.0,0.0,122.9,9.1,1238.3
125,bio1_whs0_land1_list1000_bld250,True,False,1,1000,250,489283.6,21059.6,169783.6,60087.8,198464.0,78607.1,47031.4,32595.5,37229.9,151833.3,201477.7,148218.6,77591.9,89369.1,178765.6,152311.3,71559.9,405855.4,5349.1,18287.2,47322.7,54797.8,72.8,26854.9,52375.9,91563.4,54492.8
126,bio1_whs0_land1_list1000_bld500,True,False,1,1000,500,279757.1,2098.7,110597.2,40812.7,117330.3,52111.9,31780.6,23395.0,10388.7,71997.0,102862.6,66606.9,16452.6,38841.5,31457.4,28530.2,14162.7,60524.8,505.3,1201.8,14545.1,10766.5,0.0,1625.2,9419.0,18073.2,9755.9
127,bio1_whs0_land1_list1000_bld750,True,False,1,1000,750,165071.8,159.3,66074.2,24560.5,73909.0,33829.2,19593.7,16907.8,4661.7,35768.6,51615.7,33201.0,4274.7,18633.2,6428.1,5635.9,1352.1,15419.1,31.9,9.1,6846.9,2107.8,0.0,104.7,1657.1,2353.6,4511.5
128,bio1_whs0_land1_list1000_bld1000,True,False,1,1000,1000,102398.2,9.1,39082.8,14435.8,47696.0,21314.6,12036.7,11877.3,2845.3,20381.3,29408.8,18551.2,1893.8,9227.8,1884.7,1638.9,168.4,6992.6,0.0,0.0,3837.7,541.7,0.0,9.1,396.1,214.0,2385.5
129,bio1_whs0_land1_list1000_bld1250,True,False,1,1000,1250,64417.2,0.0,22571.0,8349.2,30483.2,13111.1,7179.2,7766.5,1566.0,12045.8,17076.2,10538.9,924.1,4711.8,550.8,591.8,22.8,3865.0,0.0,0.0,2212.5,127.5,0.0,0.0,122.9,9.1,1238.3
130,bio1_whs0_land1_list1500_bld250,True,False,1,1500,250,481234.8,20099.1,168317.7,59541.5,189463.8,77059.3,46389.5,31348.2,33014.4,142173.0,187133.0,133482.4,63675.1,77478.1,140971.1,109613.9,58549.0,262334.9,3678.4,15514.7,38928.0,31325.4,63.7,12774.2,28625.8,56987.6,38413.6
131,bio1_whs0_land1_list1500_bld500,True,False,1,1500,500,278145.5,1994.0,109654.8,40571.4,115550.3,51829.6,31439.2,22830.5,9856.1,69488.6,98906.5,63679.7,15023.1,36365.0,27551.4,22530.1,12587.5,50158.9,437.0,1065.3,13557.2,7229.3,0.0,1015.2,6277.8,13625.5,8772.6
132,bio1_whs0_land1_list1500_bld750,True,False,1,1500,750,164680.3,159.3,65737.4,24483.1,73244.4,33706.3,19402.5,16643.8,4625.3,35108.5,50709.7,32695.7,4197.4,17932.1,6264.2,5071.4,1288.3,14991.2,31.9,9.1,6642.0,1670.7,0.0,104.7,1365.7,2044.0,4302.1
133,bio1_whs0_land1_list1500_bld1000,True,False,1,1500,1000,102316.3,9.1,38982.6,14422.2,47381.9,21296.4,11982.0,11777.2,2845.3,20199.2,29135.7,18396.4,1880.2,8963.8,1880.2,1556.9,168.4,6974.4,0.0,0.0,3805.8,441.6,0.0,9.1,391.5,186.7,2367.3
134,bio1_whs0_land1_list1500_bld1250,True,False,1,1500,1250,64412.6,0.0,22552.8,8349.2,30405.8,13106.5,7174.7,7748.3,1566.0,12023.0,17035.3,10502.5,924.1,4625.3,550.8,591.8,22.8,3865.0,0.0,0.0,2212.5,127.5,0.0,0.0,122.9,9.1,1238.3
135,bio1_whs0_land2_list500_bld250,True,False,2,500,250,464814.2,21537.6,170502.9,60283.5,166109.8,66921.0,47131.5,17818.3,40098.0,156863.7,208511.3,118482.0,83828.8,33574.3,163455.7,158825.8,81120.1,503933.4,5640.5,14149.0,32827.7,72889.3,72.8,41550.2,57829.8,103454.4,51729.5
136,bio1_whs0_land2_list500_bld500,True,False,2,500,500,260413.7,2126.0,110802.1,40876.4,87639.2,43453.1,31744.2,11932.0,10602.7,72893.8,103709.3,43202.7,15696.8,5526.7,18177.9,23203.8,14790.9,58207.6,218.5,614.6,2722.4,12168.7,0.0,2185.2,7206.5,16088.4,2171.5
137,bio1_whs0_land2_list500_bld750,True,False,2,500,750,152602.6,159.3,66101.6,24560.5,52544.4,28006.7,19511.8,8003.2,4661.7,35782.2,51524.6,19320.6,3696.6,1188.2,2080.5,2708.7,1352.1,12136.8,0.0,9.1,318.7,2167.0,0.0,104.7,874.1,1793.7,95.6
138,bio1_whs0_land2_list500_bld1000,True,False,2,500,1000,94599.9,9.1,39082.8,14435.8,33292.1,17517.8,11959.3,5462.9,2845.3,20335.8,29372.4,11039.7,1752.7,373.3,737.5,519.0,168.4,5299.1,0.0,0.0,72.8,541.7,0.0,9.1,109.3,127.5,0.0
139,bio1_whs0_land2_list500_bld1250,True,False,2,500,1250,59600.7,0.0,22571.0,8349.2,21273.6,10848.5,7115.5,3327.8,1566.0,12036.7,17076.2,6733.1,910.5,118.4,309.6,81.9,22.8,3068.4,0.0,0.0,18.2,127.5,0.0,0.0,9.1,0.0,0.0
140,bio1_whs0_land2_list1000_bld250,True,False,2,1000,250,460657.8,21059.6,169783.6,60087.8,160988.3,66242.7,46908.4,17340.3,37229.9,151737.7,200098.3,110151.1,73767.9,29044.6,141344.4,132166.7,71559.9,391324.0,4479.6,12897.1,26873.1,54797.8,72.8,26854.9,41532.0,76271.7,39324.1
141,bio1_whs0_land2_list1000_bld500,True,False,2,1000,500,259999.5,2098.7,110597.2,40812.7,87074.7,43375.7,31685.0,11790.8,10388.7,71905.9,102106.9,42096.5,14736.3,5148.8,16739.4,21086.9,14162.7,53454.9,218.5,582.7,2640.4,10766.5,0.0,1625.2,6182.2,14554.2,1734.5
142,bio1_whs0_land2_list1000_bld750,True,False,2,1000,750,152589.0,159.3,66074.2,24560.5,52489.7,28006.7,19511.8,7989.5,4661.7,35695.8,51392.6,19215.9,3678.4,1179.1,2062.3,2695.0,1352.1,12105.0,0.0,9.1,309.6,2107.8,0.0,104.7,860.4,1770.9,95.6
143,bio1_whs0_land2_list1000_bld1000,True,False,2,1000,1000,94599.9,9.1,39082.8,14435.8,33292.1,17517.8,11959.3,5462.9,2845.3,20335.8,29372.4,11035.1,1752.7,373.3,737.5,519.0,168.4,5299.1,0.0,0.0,72.8,541.7,0.0,9.1,109.3,127.5,0.0
144,bio1_whs0_land2_list1000_bld1250,True,False,2,1000,1250,59600.7,0.0,22571.0,8349.2,21273.6,10848.5,7115.5,3327.8,1566.0,12036.7,17076.2,6733.1,910.5,118.4,309.6,81.9,22.8,3068.4,0.0,0.0,18.2,127.5,0.0,0.0,9.1,0.0,0.0
145,bio1_whs0_land2_list1500_bld250,True,False,2,1500,250,453373.9,20099.1,168317.7,59541.5,152589.0,64726.7,46266.5,16361.5,33014.4,142118.4,185767.2,97417.9,60160.6,22948.9,106659.3,93029.3,58549.0,249979.5,2922.7,10976.0,20340.3,31325.4,63.7,12774.2,21792.6,45469.9,25425.4
146,bio1_whs0_land2_list1500_bld500,True,False,2,1500,500,258770.3,1994.0,109654.8,40571.4,85686.2,43107.1,31343.6,11335.6,9856.1,69438.5,98159.9,39752.0,13370.5,4620.7,13570.9,16097.5,12587.5,43585.1,173.0,500.8,2203.4,7229.3,0.0,1015.2,3860.5,10634.5,1288.3
147,bio1_whs0_land2_list1500_bld750,True,False,2,1500,750,152302.2,159.3,65737.4,24483.1,52057.3,27892.9,19320.6,7780.1,4625.3,35072.1,50486.7,18797.1,3601.0,1156.3,1994.0,2353.6,1288.3,11781.7,0.0,9.1,268.6,1670.7,0.0,104.7,660.1,1520.5,77.4
148,bio1_whs0_land2_list1500_bld1000,True,False,2,1500,1000,94531.6,9.1,38982.6,14422.2,33073.5,17499.6,11904.7,5376.4,2845.3,20181.0,29099.3,10898.6,1739.0,373.3,737.5,478.0,168.4,5294.5,0.0,0.0,63.7,441.6,0.0,9.1,109.3,109.3,0.0
149,bio1_whs0_land2_list1500_bld1250,True,False,2,1500,1250,59596.1,0.0,22552.8,8349.2,21200.8,10843.9,7110.9,3309.6,1566.0,12013.9,17035.3,6701.2,910.5,118.4,309.6,81.9,22.8,3068.4,0.0,0.0,18.2,127.5,0.0,0.0,9.1,0.0,0.0
150,bio1_whs0_land3_list500_bld250,True,False,3,500,250,403014.7,21537.6,140748.1,57028.5,156590.6,60115.1,43685.3,16475.3,40098.0,154073.1,205438.4,118045.0,71277.7,23731.9,153112.5,138162.3,80819.6,474219.5,5449.3,14149.0,31161.5,29522.6,72.8,31735.1,35914.3,57597.6,38900.7
151,bio1_whs0_land3_list500_bld500,True,False,3,500,500,229725.7,2126.0,91936.7,38755.0,80314.3,38258.8,29290.5,10903.1,10602.7,71405.2,102138.7,42911.4,9359.8,2472.0,14836.4,18055.0,14699.9,54501.9,218.5,614.6,2676.8,1857.4,0.0,1616.1,3459.9,6200.4,919.6
152,bio1_whs0_land3_list500_bld750,True,False,3,500,750,138549.2,159.3,55703.8,23335.9,47482.0,24514.9,17786.4,7274.8,4661.7,35149.5,50677.9,19042.9,641.9,141.1,560.0,2107.8,1352.1,11809.1,0.0,9.1,295.9,91.0,0.0,104.7,305.0,578.2,9.1
153,bio1_whs0_land3_list500_bld1000,True,False,3,500,1000,87794.0,9.1,33770.1,13648.2,29905.0,15341.8,10762.0,5007.7,2845.3,20035.3,28953.6,10784.8,86.5,0.0,0.0,482.6,168.4,5258.1,0.0,0.0,63.7,0.0,0.0,9.1,13.7,36.4,0.0
154,bio1_whs0_land3_list500_bld1250,True,False,3,500,1250,55908.6,0.0,20012.6,7893.9,18974.6,9619.3,6250.5,3018.3,1566.0,11918.3,16889.6,6491.8,9.1,0.0,0.0,81.9,22.8,3068.4,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0
155,bio1_whs0_land3_list1000_bld250,True,False,3,1000,250,399044.9,21059.6,140083.4,56832.8,151510.1,59468.6,43462.2,15997.3,37229.9,149110.9,197312.2,109714.0,61521.8,20076.3,132576.4,114881.1,71286.8,369199.1,4347.6,12897.1,25643.9,20827.5,72.8,20558.9,24710.7,42060.1,29122.0
156,bio1_whs0_land3_list1000_bld500,True,False,3,1000,500,229370.6,2098.7,91750.1,38691.3,79749.8,38190.5,29231.3,10762.0,10388.7,70462.8,100559.0,41805.1,8422.0,2180.6,13539.0,16493.5,14080.7,50341.0,218.5,582.7,2608.6,1597.9,0.0,1224.6,2840.7,5681.5,632.8
157,bio1_whs0_land3_list1000_bld750,True,False,3,1000,750,138535.6,159.3,55676.5,23335.9,47427.4,24514.9,17786.4,7261.2,4661.7,35063.0,50545.8,18938.2,623.7,132.0,541.7,2094.1,1352.1,11786.3,0.0,9.1,295.9,91.0,0.0,104.7,291.4,573.6,9.1
158,bio1_whs0_land3_list1000_bld1000,True,False,3,1000,1000,87794.0,9.1,33770.1,13648.2,29905.0,15341.8,10762.0,5007.7,2845.3,20035.3,28953.6,10780.2,86.5,0.0,0.0,482.6,168.4,5258.1,0.0,0.0,63.7,0.0,0.0,9.1,13.7,36.4,0.0
159,bio1_whs0_land3_list1000_bld1250,True,False,3,1000,1250,55908.6,0.0,20012.6,7893.9,18974.6,9619.3,6250.5,3018.3,1566.0,11918.3,16889.6,6491.8,9.1,0.0,0.0,81.9,22.8,3068.4,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0
160,bio1_whs0_land3_list1500_bld250,True,False,3,1500,250,392006.8,20099.1,138754.1,56286.5,143174.5,58011.9,42824.9,15023.1,33014.4,139696.5,183459.1,96989.9,48688.4,15232.5,99898.9,80906.1,58335.1,236690.9,2858.9,10976.0,19502.7,10306.7,63.7,10170.2,11881.9,25111.3,18114.2
161,bio1_whs0_land3_list1500_bld500,True,False,3,1500,500,228250.7,1994.0,90880.5,38450.0,78379.5,37972.0,28894.4,10311.3,9856.1,68100.1,96771.4,39460.6,7265.7,1770.9,10743.8,12901.6,12523.8,41468.3,173.0,500.8,2185.2,855.9,0.0,865.0,1570.6,4242.9,405.2
162,bio1_whs0_land3_list1500_bld750,True,False,3,1500,750,138267.0,159.3,55339.6,23258.5,47008.6,24437.5,17604.3,7056.3,4625.3,34452.9,49667.2,18519.4,569.1,109.3,487.1,1962.1,1288.3,11558.7,0.0,9.1,268.6,81.9,0.0,104.7,200.3,491.7,9.1
163,bio1_whs0_land3_list1500_bld1000,True,False,3,1500,1000,87725.7,9.1,33669.9,13634.6,29686.5,15328.1,10707.4,4921.2,2845.3,19880.5,28680.4,10643.6,72.8,0.0,0.0,464.3,168.4,5253.5,0.0,0.0,63.7,0.0,0.0,9.1,13.7,36.4,0.0
164,bio1_whs0_land3_list1500_bld1250,True,False,3,1500,1250,55904.1,0.0,19994.4,7893.9,18901.8,9619.3,6246.0,3000.1,1566.0,11895.5,16848.6,6459.9,9.1,0.0,0.0,81.9,22.8,3068.4,0.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0
165,bio1_whs0_land4_list500_bld250,True,False,4,500,250,403014.7,21537.6,140748.1,57028.5,156590.6,60115.1,43685.3,16475.3,40098.0,154073.1,205438.4,118045.0,54929.9,23731.9,132558.2,123863.0,80819.6,445293.3,5449.3,14149.0,31161.5,26413.3,50.1,21692.4,27191.8,56983.0,38900.7
