combination_id,filename,biodiversity,world_heritage,landscape_level,listed_buffer_m,building_buffer_m,valid_cells_raw,valid_cells_filtered,total_area_m2,total_area_hectares,total_area_km2,total_capacity_gw
225,bio1_whs1_land4_list500_bld250,True,True,4,500,250,1418945,1371655,14222735788.7,1422273.6,14222.7,303.4
226,bio1_whs1_land4_list500_bld500,True,True,4,500,500,699069,683495,7017975080.4,701797.5,7018.0,151.2
227,bio1_whs1_land4_list500_bld750,True,True,4,500,750,336514,331476,3432542563.7,343254.3,3432.5,73.3
228,bio1_whs1_land4_list500_bld1000,True,True,4,500,1000,198620,195802,2044191201.2,204419.1,2044.2,43.3
229,bio1_whs1_land4_list500_bld1250,True,True,4,500,1250,89938,88531,938241129.1,93824.1,938.2,19.6
230,bio1_whs1_land4_list1000_bld250,True,True,4,1000,250,1324348,1283371,13250974988.9,1325097.5,13251.0,283.9
231,bio1_whs1_land4_list1000_bld500,True,True,4,1000,500,688445,673640,6910349400.7,691034.9,6910.3,149.0
232,bio1_whs1_land4_list1000_bld750,True,True,4,1000,750,336098,331068,3428063689.9,342806.4,3428.1,73.2
233,bio1_whs1_land4_list1000_bld1000,True,True,4,1000,1000,198614,195796,2044124847.6,204412.5,2044.1,43.3
234,bio1_whs1_land4_list1000_bld1250,True,True,4,1000,1250,89938,88531,938241129.1,93824.1,938.2,19.6
235,bio1_whs1_land4_list1500_bld250,True,True,4,1500,250,1190245,1158240,11875485182.6,1187548.5,11875.5,256.2
236,bio1_whs1_land4_list1500_bld500,True,True,4,1500,500,664159,651175,6664719111.7,666471.9,6664.7,144.0
237,bio1_whs1_land4_list1500_bld750,True,True,4,1500,750,332868,327973,3394588254.9,339458.8,3394.6,72.5
238,bio1_whs1_land4_list1500_bld1000,True,True,4,1500,1000,197550,194746,2032855779.8,203285.6,2032.9,43.1
239,bio1_whs1_land4_list1500_bld1250,True,True,4,1500,1250,89856,88450,937345354.4,93734.5,937.3,19.6
